Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data Solicitação Parceria;Data do Encerramento
6302018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2018/0026377-9;800446;ASSOCIACAO BENEFICIENTE NOVA ALVORADA;08.096.592/0001-07;309186;CR.P.CONV - VITORIA;129;57.0;71505.81;7081.0;;11/06/2018;10/06/2023;Aprovado;11/06/2018;25/10/2018;11/05/2018;
702018;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0058450-6;300242;ASSOCIACAO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE;06.094.961/0001-99;400745;CEI INDIR - JARDIM CENTENARIO;313;107.0;165971.01;;;01/01/2018;31/12/2022;Aprovado;16/01/2018;21/02/2018;06/01/2018;
1182018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043715-5;300664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;62.851.811/0001-53;306971;CR.P.CONV - CEDRINHO III;131;131.0;90197.43;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;06/02/2018;11/01/2018;
1702018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0044189-6;800049;ASSOCIACAO UNIAO EM FAMILIA E AMIGOS;10.609.690/0001-34;308327;CR.P.CONV - MUNDO ENCANTADO DA CRIANCA;70;16.0;40787.38;4200.0;;01/01/2018;31/12/2022;Aprovado;29/12/2017;24/09/2018;12/01/2018;
12762017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054641-8;300142;ASS BENEFICENTE COMUNITARIA AURORA;01.429.614/0001-56;307788;CR.P.CONV - ABC AURORA II;110;34.0;61431.72;8000.0;;01/01/2018;31/12/2022;Aprovado;29/12/2017;25/08/2018;27/12/2017;
295;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2014-0.231.983-1   ;300727;ASS EVANGELICA MONTE CARMELO;08.255.276/0001-22;308138;CR.P.CONV - MONTE CARMELO III;80;32.0;49912.16;4000.0;1.0;08/03/2017;07/09/2019;Encerrado;05/09/2014;19/01/2018;07/01/2015;31/12/2017
5412017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0044113-6;800387;ASSOCIACAO CORUJINHA;26.350.594/0001-54;308943;CR.P.CONV - CORUJINHA I;80;48.0;53759.84;15395.0;1401.07;05/12/2017;04/12/2022;Aprovado;05/12/2017;26/02/2019;24/11/2017;
2029;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.187.594-5   ;800036;ASSOCIACAO NOITE ENCANTADA;00.209.352/0001-51;308448;CR.P.CONV - NOITE ENCANTADA IV;97;16.0;50809.26;4550.0;648.89;26/07/2015;25/01/2018;Encerrado;25/07/2015;23/02/2018;30/07/2015;31/12/2017
368;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2011-0.093.620-0   ;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400601;CEI INDIR - PERSIO GUIMARAES AZEVEDO;273;91.0;144201.33;;;01/02/2014;31/07/2016;Encerrado;31/01/2014;27/04/2016;03/02/2015;27/04/2016
0091/SME/2014;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2014-0.092.984-5   ;300368;CENTRO ESPIRITA JESUS REDIVIVO;51.205.094/0001-76;306739;CR.P.CONV - TERESA DAVILA;97;15.0;50568.78;;;12/11/2016;11/05/2019;Encerrado;12/05/2014;19/01/2018;01/08/2014;31/12/2017
1942017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0059005-0;301039;ASS CULTURAL E EDUCACIONAL OLHOS BRILHANTES;09.310.607/0001-42;307982;CR.P.CONV - OLHOS BRILHANTES;129;56.0;71265.33;3868.36;347.5;01/01/2018;31/12/2022;Aprovado;29/12/2017;24/08/2018;03/10/2017;
206;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2011-0.251.846-4   ;300526;OBRAS SOCIAIS DE VISTA ALEGRE;46.332.888/0001-60;307689;CR.P.CONV - TERESA DANTAS, IRMA;100;18.0;52742.64;2950.0;;16/05/2014;15/11/2016;Encerrado;08/05/2014;21/11/2016;03/06/2014;15/11/2016
533;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2014-0.301.633-6   ;300046;ASS BENEF .COMUNITARIA E CULT. NUCLEO DE ATENDIMENTO SOCIAL;07.190.699/0001-49;307290;CR.P.CONV - SOL RADIANTE;70;46.0;48001.78;6179.94;;06/05/2017;05/11/2019;Encerrado;06/11/2014;20/12/2017;27/03/2015;31/12/2017
4642017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044410-0;800205;ASSOCIACAO BENEFICENTE DE APOIO AO MENOR;60.269.586/0001-16;308646;CR.P.CONV - VERA ALVARENGA;116;32.0;63855.6;6005.69;446.65;01/01/2018;31/12/2022;Aprovado;08/12/2017;20/02/2019;16/11/2017;
5562018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2018/0014375-7;300595;ASSOCIACAO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;50.105.899/0001-85;309106;CR.P.CONV - SONHO MEU;160;25.0;77700.0;11072.0;1441.15;28/03/2018;27/03/2023;Aprovado;28/03/2018;22/03/2019;19/03/2018;
0311/SME/2013;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2013-0.350.339-1   ;300015;ACAO COMUNITARIA SAO JOSE OPERARIO;53.494.894/0001-80;307050;CR.P.CONV - SAO JOSE OPERARIO II;123;64.0;70500.87;9000.0;;06/12/2013;05/06/2016;Encerrado;09/12/2013;30/03/2016;01/08/2014;31/03/2016
217028;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.122.177-5   ;300533;MOVIMENTO DAS MULHERES DE GUAIANASES;67.668.491/0001-14;307030;CR.P.CONV - CAMINHAR E CRESCER;67;25.0;41368.57;3049.04;;22/06/2015;21/12/2017;Encerrado;22/06/2015;21/12/2017;17/08/2015;21/12/2017
2634;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.054.153-0   ;800099;GREMIO AMIGOS DIAS FELIZES;04.064.642/0001-05;306787;CR.P.CONV - ARCO IRIS;76;26.0;46358.44;4876.0;321.59;01/04/2016;30/09/2018;Encerrado;05/04/2016;19/02/2018;07/04/2016;19/02/2018
11202017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048256-8;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;306213;CR.P.CONV - SANTO AGOSTINHO - ASA;181;85.0;101537.85;;;01/01/2018;31/12/2022;Aprovado;01/01/2018;07/02/2019;22/12/2017;
1942;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.114.326-0   ;300921;CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI;13.222.705/0001-03;308348;CR.P.CONV - SEMENTINHA;201;80.0;109296.45;12096.25;;21/07/2015;20/01/2018;Encerrado;21/07/2015;07/02/2018;28/05/2015;31/12/2017
7442017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0054456-3;800225;APOIO ASSOCIACAO DE AUXILIO MUTUO DA REGIAO LESTE;74.087.081/0001-45;308975;CR.P.CONV - ACONCHEGO;87;27.0;52403.73;5246.9;503.05;18/12/2017;17/12/2022;Aprovado;18/12/2017;27/02/2019;07/12/2017;
14582017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057265-6;300745;CENTRO DE AMPARO E REABILITACAO CANAA;13.054.502/0001-47;308392;CR.P.CONV - KADOSHI;219;82.0;117842.31;20320.0;;01/01/2018;31/12/2022;Aprovado;28/12/2017;07/02/2019;29/12/2017;
517;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2011-0.096.533-1   ;300086;ASS BENEFICENTE JERUSALEM - ABJ;04.420.470/0001-65;307599;CR.P.CONV - REFERENCIA;109;48.0;64314.3;3706.38;;09/08/2016;08/02/2019;Encerrado;10/08/2011;29/01/2018;26/03/2015;31/12/2017
82;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.056.132-1   ;300361;CENTRO INTERESCOLAR DA JUVENTUDE;05.141.259/0001-76;307796;CR.P.CONV - JEOVA RAFA;136;64.0;76325.52;5040.0;;20/10/2014;19/04/2017;Encerrado;20/04/2012;07/04/2017;14/07/2014;19/04/2017
2726;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;2016-0.145.892-0   ;300046;ASS BENEF .COMUNITARIA E CULT. NUCLEO DE ATENDIMENTO SOCIAL;07.190.699/0001-49;308726;CR.P.CONV - NOVA GERACAO;160;64.0;87078.72;11427.53;;13/12/2016;12/06/2019;Encerrado;13/12/2016;07/02/2018;30/06/2016;01/01/2018
3922017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0049404-3;300445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306670;CR.P.CONV - NANCI RIBEIRO DA SILVA, EDUCADORA, CRECHE E PRE ESC;273;54.0;135303.57;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;14/03/2019;13/11/2017;
6732017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0053827-0;800388;ASSOCIACAO SOCIAL E EDUCACIONAL ALYMAR;22.683.855/0001-05;308951;CR.P.CONV - MUNDO COLORIDO;70;23.0;42470.74;8296.37;134.24;21/12/2017;20/12/2022;Aprovado;21/12/2017;29/01/2019;05/12/2017;
53;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2010-0.126.853-5   ;300737;INSTITUTO LIRIOS DO VALE;04.023.060/0001-80;307497;CR.P.CONV - LIRIOS DO VALE;128;45.0;68172.0;6024.0;;01/04/2011;30/09/2013;Encerrado;01/04/2011;27/06/2016;08/08/2014;30/09/2013
2318;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.276.333-4   ;300010;ACAO COMUNITARIA CANTINHO FELIZ;01.870.905/0001-85;400487;CEI INDIR - CANTINHO DOS TESOUROS;97;;;;;;;Reprovado;;18/03/2016;19/10/2015;
2496;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.316.849-9   ;800042;ASSOCIACAO BENEFICENTE NOVA AURORA;03.807.011/0001-76;;NOVO POENTE;117;63.0;71794.62;71599.2;14084.0;;;Encerrado;;12/09/2016;01/12/2015;04/07/2016
4872017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0043752-0;800057;INSTITUTO EDUCACIONAL SOCIAL E CULTURAL GOTA DE ESPERANCA;07.028.320/0001-07;308313;CR.P.CONV - GOTA DE ESPERANCA I;200;68.0;105962.64;12810.0;1327.29;01/01/2018;31/12/2022;Aprovado;19/12/2017;30/01/2019;21/11/2017;
5322018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2018/0010540-5;800270;ASSOCIACAO CULTURAL MENINOS DE OURO;23.896.713/0001-80;309051;CR.P.CONV - MENINOS DE OURO;79;21.0;46739.17;3340.78;340.52;05/04/2018;04/04/2023;Aprovado;05/04/2018;08/02/2019;28/02/2018;
14452017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0058788-2;300215;ASSOCIACAO SOCIO CULTURAL IDEIA SOLIDARIA;02.262.227/0001-30;307769;CR.P.CONV - EDITE FERNANDES;160;43.0;82028.64;19000.0;1680.45;01/01/2018;31/12/2022;Aprovado;29/12/2017;13/12/2018;29/12/2017;
2065;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.135.861-4   ;300327;CENTRO SOCIAL SAO JOSE;48.118.384/0001-78;306268;CR.P.CONV - ANA DE FATIMA;104;32.0;58045.92;;;01/07/2015;31/12/2017;Encerrado;01/07/2015;11/01/2018;05/08/2015;31/12/2017
992017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2018/0000609-1;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;02.080.755/0001-79;307833;CR.P.CONV - VOVO BERNARDO JOSE FRANCA;105;36.0;59491.98;5971.03;493.55;23/08/2017;22/08/2022;Aprovado;23/08/2017;27/08/2018;23/08/2017;
2391;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.290.950-9   ;300750;ASSOCIACAO NOSSA SENHORA DE LURDES;09.404.384/0001-82;308558;CR.P.CONV - MIGUEL ARCANJO;185;87.0;103811.01;5000.0;;17/11/2015;16/05/2018;Encerrado;17/11/2015;27/12/2017;04/11/2015;31/12/2017
2424;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.292.183-5   ;301063;INSTITUTO EDUCACIONAL UMA NOVA HISTORIA;03.378.311/0001-87;308465;CR.P.CONV - ESPERANCA DO SABER;100;18.0;52742.64;6079.23;;12/11/2015;11/05/2018;Encerrado;12/11/2015;09/02/2018;12/11/2015;09/02/2017
448;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.245.582-0   ;300821;ASS NOVO HORIZONTE DA CIDADE TIRADENTES;10.651.295/0001-10;307865;CR.P.CONV - VOVO PAULO EMILIO BOZZO;185;59.0;97077.57;6223.2;;19/03/2015;18/09/2017;Encerrado;19/09/2012;18/09/2017;19/02/2015;18/09/2017
2411;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.295.004-5   ;300886;INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA;05.100.338/0001-39;307824;CR.P.CONV - MARIA DA SILVA SANTOS;86;30.0;52597.46;3300.0;;28/12/2015;27/06/2018;Encerrado;28/12/2015;02/02/2018;09/11/2015;31/12/2017
2982018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048532-0;300175;ASS DO JARDIM SAO VICENTE E ADJACENCIAS;01.483.998/0001-95;306755;CR.P.CONV - VOVO MARLENE II;88;41.0;56298.16;4382.21;;01/01/2018;31/12/2022;Aprovado;18/01/2018;18/09/2018;18/01/2018;
504;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.332.128-3   ;300079;AGES ASSOCIACAO CIVIL GAUDIUM ET SPES;50.059.070/0001-93;307907;CR.P.CONV - SANTANA;74;17.0;43138.7;5554.0;;01/07/2015;31/12/2017;Encerrado;28/12/2012;16/02/2018;09/08/2014;31/12/2017
7042017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0052523-2;300017;ACAO COMUNITARIA TODOS IRMAOS;47.383.864/0001-01;400323;CEI INDIR - VILA NINA;140;50.0;74751.0;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;28/12/2017;06/12/2017;
20170044;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2017-0.032.884-7   ;300242;ASSOCIACAO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE;06.094.961/0001-99;400745;CEI INDIR - JARDIM CENTENARIO;313;107.0;165971.01;;;16/03/2017;15/09/2019;Encerrado;16/03/2017;06/01/2018;13/03/2017;15/09/2019
543;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2010-0.077.542-5   ;300048;ASS BENEFICENTE COMUNITARIA MAOS ESTENDIDAS;05.445.780/0001-05;307337;CR.P.CONV - MAOS ESTENDIDAS;72;25.0;44007.12;4000.0;;05/08/2010;04/02/2013;Encerrado;05/08/2010;27/03/2015;27/03/2015;
313;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2014-0.310.878-8   ;300979;ASS BENEFICENTE ESTRELA NASCENTE;04.168.082/0001-39;308153;CR.P.CONV - ARCA DE NOE;114;23.0;60723.0;5000.0;;06/10/2014;05/04/2017;Encerrado;06/10/2014;06/03/2017;13/01/2015;22/10/2015
166;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.165-2   ;300085;ASS BENEFICENTE IMACULADA CONCEICAO;55.223.457/0001-57;306521;CR.P.CONV - SAO FRANCISCO DE ASSIS;160;36.0;80345.28;;;01/01/2013;30/06/2015;Encerrado;21/06/2010;03/07/2015;28/05/2014;30/06/2015
282;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.161-2   ;300511;ASSOCIACAO ASSISTENCIAL E EDUCACIONAL FILHOS DO REI;02.378.171/0001-84;306425;CR.P.CONV - FILHOS DO REI;69;16.0;40259.67;;;01/07/2015;31/12/2017;Encerrado;27/12/2012;06/02/2018;05/08/2014;31/12/2017
3002018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048534-6;300175;ASS DO JARDIM SAO VICENTE E ADJACENCIAS;01.483.998/0001-95;307032;CR.P.CONV - VOVO MARLENE IV;76;39.0;49484.68;6885.72;;01/01/2018;31/12/2022;Aprovado;18/01/2018;18/09/2018;18/01/2018;
2832018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048174-0;300147;ASS CAMARGO MIRON;10.174.003/0001-03;307075;CR.P.CONV - CASINHA DA VOVO;123;9.0;57274.47;4797.79;;01/01/2018;31/12/2022;Aprovado;18/01/2018;11/09/2018;18/01/2018;
3767;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2016-0.161.848-0   ;300377;CLUBE DE MAES DO JARDIM SAO PAULO VELHO E JARDIM SOARES;00.209.308/0001-41;307067;CR.P.CONV - RAFA GIRE;84;60.0;58756.44;5689.97;;19/08/2016;18/02/2019;Encerrado;19/08/2016;18/01/2018;19/08/2016;31/12/2017
1979;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;2015-0.116.364-3   ;800043;ASSOCIACAO BENEFICENTE RENASCER DE UM NOVO MUNDO;10.282.442/0001-21;308285;CR.P.CONV - RENASCER SAO RAFAEL;187;64.0;99176.07;10604.73;369.97;01/07/2015;31/12/2017;Encerrado;01/07/2015;07/02/2018;03/07/2015;31/12/2017
2082;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.135.853-3   ;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;400462;CEI INDIR - ARCO IRIS UNIDADE II;120;;;;;01/07/2015;31/12/2017;Encerrado;01/07/2015;05/08/2015;05/08/2015;05/08/2015
11602017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0041642-5;301044;ASS BENEFICENTE CORACAO DE LEAO;11.098.273/0001-37;308099;CR.P.CONV - CORACAO DE LEAO;80;15.0;45824.0;3447.0;196.85;01/01/2018;31/12/2022;Aprovado;29/12/2017;20/07/2018;26/12/2017;
6142017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0049860-0;300312;CENTRO COMUNITARIO JOAO PAULO I;51.195.410/0001-76;306328;CR.P.CONV - CENT COMUN JOAO PAULO I - NC CON ANTONIO TOZELLI;59;;;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;13/12/2018;01/12/2017;
12018;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2016-0.122.966-2   ;800136;ASSOCIACAO EDUCACIONAL GUARANI;10.898.283/0001-94;;MARIA DO CARMO;111;50.0;65763.54;10000.0;;;;Encerrado;;31/01/2018;02/08/2017;31/01/2018
2712018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048242-8;300626;INSTITUTO VIDA SAO PAULO;03.816.478/0001-82;306790;CR.P.CONV - IRACI SANTANA;79;31.0;49143.97;3391.87;;01/01/2018;31/12/2022;Aprovado;18/01/2018;12/09/2018;18/01/2018;
7742018;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2018/0056857-0;800536;ASSOCIACAO ALEM DO PENSAMENTO;28.470.679/0001-00;309232;CR.P.CONV - ELOI DUTRA;132;132.0;90885.96;20000.0;;05/10/2018;04/10/2023;Aprovado;05/10/2018;05/02/2019;28/09/2018;
11732017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044464-0;300665;ASSOCIACAO CENTRO SOCIAL BROOKLIN PAULISTA;61.863.825/0001-24;306828;CR.P.CONV - SAO FRANCISCO DE ASSIS, CEI;251;54.0;125446.47;34000.0;829.07;01/01/2018;31/12/2022;Aprovado;29/12/2017;05/02/2019;26/12/2017;
100;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.084.430-0   ;300188;ASS GRUPO MISSAO DIVINA;02.291.905/0001-93;400319;CR.P.CONV - PEQUENO MUNDO II, CEI;244;81.0;128803.08;24118.0;;20/11/2016;19/05/2019;Encerrado;20/05/2014;07/02/2018;01/08/2014;31/12/2017
14382017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0056629-0;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400397;CEI INDIR - MARIA NATIVIDADE MACHADO;171;73.0;94171.59;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;05/03/2018;29/12/2017;
211;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2013-0.258.064-3   ;300215;ASSOCIACAO SOCIO CULTURAL IDEIA SOLIDARIA;02.262.227/0001-30;307027;CR.P.CONV - VO XINHA;70;;;;;17/11/2013;16/05/2016;Encerrado;10/10/2013;11/11/2015;16/12/2014;06/11/2015
463;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2009-0.186.517-2   ;300461;NUCLEO ARTESANAL E PROMOCIONAL O PEQUENO MUNDO DE ELLEN;02.027.786/0001-66;307252;CR.P.CONV - O PEQUENO MUNDO DE ELLEN - UNID II;61;37.0;41088.07;5537.4;;20/10/2012;19/04/2015;Encerrado;20/04/2010;27/04/2015;20/02/2015;
4875;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.260.972-8   ;800270;ASSOCIACAO CULTURAL MENINOS DE OURO;23.896.713/0001-80;308748;CR.P.CONV - CONSTRUINDO SONHOS;70;16.0;40787.38;4500.0;358.89;01/01/2017;30/06/2019;Encerrado;28/12/2016;21/02/2018;27/12/2016;21/02/2018
12412017;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048275-4;300053;ASSISTENCIA SOCIAL LAR DITOSO;59.947.465/0001-05;400475;CEI INDIR - LAR DITOSO;74;25.0;45062.54;;;01/01/2018;31/12/2022;Aprovado;27/12/2017;05/02/2019;27/12/2017;
452017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054655-8;300779;SOCIEDADE PRO MORADIA SAO VICENTE DE PAULO;02.156.148/0001-45;307822;CR.P.CONV - REINO DOS PEQUENINOS;121;27.0;60707.01;6912.22;729.12;18/07/2017;17/07/2022;Aprovado;18/07/2017;25/08/2018;18/07/2017;
223;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2011-0.138.556-8   ;300751;INSTITUTO EDUCACIONAL PAIS E FILHOS;08.351.152/0001-40;307192;CR.P.CONV - ASTRIDES GONDIM DE SOUZA;120;48.0;69639.84;5175.62;;01/12/2011;31/05/2014;Encerrado;01/12/2011;02/04/2015;08/08/2014;
20170063;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2017-0.067.528-8   ;300592;SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA;22.690.069/0004-70;400750;CEI INDIR - CEREJEIRAS;497;194.0;269333.97;;;01/06/2017;30/11/2019;Encerrado;24/05/2017;02/01/2018;27/04/2017;31/12/2017
13702017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0045802-0;300690;CENTRO DE CONVIVENCIA ITATINGA;04.328.521/0001-23;400697;CEI INDIR - CENTRO DE CONVIVENCIA ITATINGA;222;;;;;01/01/2018;31/12/2022;Aprovado;03/01/2018;06/02/2019;28/12/2017;
548;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.348.988-5   ;300685;CASA DA DIVINA PROVIDENCIA MADRE TEREZA MICHEL;60.410.339/0001-98;306410;CR.P.CONV - DIVINA PROVIDENCIA;255;36.0;122910.03;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;01/02/2018;04/08/2014;31/12/2017
7032018;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2018/0038718-4;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;08.849.334/0001-46;309142;CR.P.CONV - ONDACAIMA JUNIOR;178;75.0;97788.9;;;06/07/2018;05/07/2023;Aprovado;06/07/2018;08/02/2019;05/07/2018;
4869;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2016-0.271.361-4   ;800088;ASSOCIACAO VISAO DO FUTURO;14.013.787/0001-30;400823;CEI INDIR - CIDADE AZUL;114;36.0;63849.24;;;27/12/2016;26/06/2019;Encerrado;27/12/2016;22/01/2018;19/12/2016;31/12/2017
272017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2018/0001207-5;300694;CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS;07.318.742/0001-09;400616;CEI INDIR - SALESIANA DOMINGOS SAVIO;188;48.0;95776.44;;;27/06/2017;26/06/2022;Aprovado;26/06/2017;08/02/2019;26/06/2017;
373;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.122.461-4   ;300709;INSTITUTO VIVA MELHOR;08.002.631/0001-51;306950;CR.P.CONV - VALE ENCANTADO;136;33.0;68870.64;6575.69;;01/07/2013;31/12/2015;Encerrado;25/04/2014;05/01/2016;04/06/2014;31/12/2015
2647;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.306.213-5   ;300593;SOCIEDADE SANTOS MARTIRES;60.731.569/0001-59;308624;CR.P.CONV - INDEPENDENCIA;108;;;6500.0;165.5;17/05/2016;16/11/2018;Encerrado;17/05/2016;16/01/2018;26/04/2016;31/12/2017
9292017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0050717-0;300523;OBRA SOCIAL SAO JOSE DE VILA ZELINA;48.051.502/0001-78;400458;CEI INDIR - ACALANTO;89;29.0;53940.11;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;23/07/2018;18/12/2017;
5192017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0050185-6;800206;ASSOCIACAO CULTURAL E EDUCACIONAL MARIA DE NAZARE;08.439.816/0001-28;308896;CR.P.CONV - MANOEL DE BARROS;105;32.0;58530.06;8000.0;;06/12/2017;05/12/2022;Aprovado;06/12/2017;06/03/2018;23/11/2017;
6322018;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2018/0025881-3;300823;AMOFRAN - ASS DE MORADORES FRANCISCO NUNES;05.415.275/0001-00;309192;CR.P.CONV - NARIZINHO;132;132.0;90885.96;6117.4;657.29;25/06/2018;24/06/2023;Aprovado;25/06/2018;14/03/2019;14/05/2018;
