Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas; Vagas Berçário Contratadas ;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Parceria;Data do Encerramento
2669;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.086.454-2;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308666;CR.P.CONV - NOITE ENCANTADA V;185;87;112792,26;11900;;31/05/2016;29/11/2018;Encerrado;30/05/2016;14/06/2017;01/03/2018;06/05/2016;31/12/2017
2334;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.254.964-2;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308493;CR.P.CONV - NOITE ENCANTADA VI;99;50;67919,69;3500;953,66;30/10/2015;29/04/2018;Encerrado;30/10/2015;14/06/2017;23/02/2018;21/10/2015;31/12/2017
14;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.337.874-9;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;400470;CR.P.CONV - NOSSA SENHORA DE FATIMA;70;27;48914,56;4928,5;956,32;01/07/2015;31/12/2017;Encerrado;28/12/2012;28/12/2012;23/02/2018;19/03/2014;31/12/2017
28;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.022-7;300520;MOVIMENTO ASSISTENCIAL DO BUTANTA;47.242.938/0001-81;306200;CR.P.CONV - NOSSA SENHORA DOS POBRES;72;18;47916,48;;;01/07/2015;30/12/2017;Encerrado;26/12/2013;26/12/2013;23/02/2018;20/03/2014;30/12/2017
5612017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0049830-8;301040;ASS MISSIONARIAS DE SANTISSIMA TRINDADE;62.197.413/0001-65;308945;CR.P.CONV - NOVO AMANHECER I;106;82;78141,92;7907,59;798,26;06/12/2017;05/12/2022;Encerrado;06/12/2017;;22/01/2018;27/11/2017;26/12/2017
2269;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.241.035-0;800093;ASSOCIAÇÃO PAIS E FILHOS;11.694.582/0001-70;308542;CR.P.CONV - PAIS E FILHOS;94;45;58560;5950;;30/10/2015;29/04/2018;Encerrado;21/10/2015;21/10/2015;16/01/2018;07/10/2015;31/12/2017
1518;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2013-0.184.094-3;300126;ASS CULTURAL VITTA;07.246.378/0001-19;306188;CR.P.CONV - PARAISOPOLIS;177;45;90879;18000;;01/09/2013;29/02/2016;Encerrado;30/08/2013;;01/03/2016;29/12/2014;04/01/2016
931;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2007-0.358.769-9;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306892;CR.P.CONV - PAU BRASIL;103;18;46408;;;01/07/2010;31/01/2013;Encerrado;28/12/2007;28/11/2011;16/01/2015;31/07/2014;
30;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.056-1;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306892;CR.P.CONV - PAU BRASIL;117;45;74960,67;;;01/07/2015;30/12/2017;Encerrado;28/12/2012;25/10/2016;23/02/2018;20/03/2014;30/12/2017
2668;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.101.517-4;800207;INSTITUTO JULIA MELO;04.753.716/0001-10;308669;CR.P.CONV - PEQUENOS DO BUTANTA;132;71;87074,54;10500;445,56;31/05/2016;29/11/2018;Encerrado;30/05/2016;18/05/2017;23/02/2018;06/05/2016;31/12/2017
3502017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0043467-9;800207;INSTITUTO JULIA MELO;04.753.716/0001-10;308882;CR.P.CONV - PEQUENOS DO BUTANTA II;113;64;79582,44;8980;885,8;22/11/2017;21/11/2022;Aprovado;22/11/2017;22/11/2017;07/12/2017;09/11/2017;
1517;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.064-2;300639;UNIAO DOS MORADORES DA FAVELA DO JARDIM COLOMBO;58.933.391/0001-87;306507;CR.P.CONV - PRIMAVERA;104;18;59553,84;8397,5;528,12;20/07/2015;20/07/2016;Encerrado;28/01/2013;23/07/2015;20/06/2016;29/12/2014;03/06/2016
925;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2007-0.344.348-4;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306207;CR.P.CONV - PRIMAVERA;120;;49590;;;01/07/2010;31/12/2012;Encerrado;28/12/2007;28/06/2010;16/01/2015;31/07/2014;
33;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.059-6;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306207;CR.P.CONV - PRIMAVERA;120;;66396,3;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;13/06/2015;26/02/2018;20/03/2014;31/12/2017
2089;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.030.586-0;301016;ACAO SOCIAL ESTRELA DA MANHA;86.957.107/0001-48;308380;CR.P.CONV - PRIMEIRO LAPIS;70;32;51467,24;7000;535,94;17/07/2015;16/01/2018;Encerrado;17/07/2015;17/07/2015;26/02/2018;05/08/2015;31/12/2017
3482017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0043390-7;301016;ACAO SOCIAL ESTRELA DA MANHA;86.957.107/0001-48;308883;CR.P.CONV - PRIMEIRO LAPIS II;132;50;84834,74;10000;1035,83;22/11/2017;21/11/2022;Aprovado;22/11/2017;;19/12/2017;09/11/2017;
2670;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.093.644-6;800093;ASSOCIAÇÃO PAIS E FILHOS;11.694.582/0001-70;308672;CR.P.CONV - PRIMEIROS CAMINHOS;80;32;49845,2;5950;;31/05/2016;29/11/2018;Encerrado;30/05/2016;30/05/2016;11/01/2018;06/05/2016;31/12/2017
927;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2007-0.344.356-5;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306208;CR.P.CONV - PRIMEIROS PASSOS;144;72;68214;;;01/07/2010;31/12/2012;Encerrado;28/12/2007;18/11/2011;15/01/2015;31/07/2014;
16;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.072-3;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306208;CR.P.CONV - PRIMEIROS PASSOS;140;68;89762,54;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;21/10/2016;26/02/2018;19/03/2014;31/12/2017
18;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.088-0;300113;ASS CRIANCA BRASIL;58.373.234/0001-64;306209;CR.P.CONV - RECANTO DA ALEGRIA I;101;31;64635,39;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;23/12/2015;26/02/2018;19/03/2014;31/12/2017
22;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.099-5;300113;ASS CRIANCA BRASIL;58.373.234/0001-64;306210;CR.P.CONV - RECANTO DA ALEGRIA II;105;9;61594,47;9350;2175,11;01/07/2015;31/12/2017;Encerrado;30/12/2013;30/12/2013;26/02/2018;19/03/2014;31/12/2017
2035;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.162.461-6;300113;ASS CRIANCA BRASIL;58.373.234/0001-64;307992;CR.P.CONV - RECANTO DA ALEGRIA IV;159;73;101684,89;14000;;13/07/2015;12/01/2018;Encerrado;13/07/2015;22/06/2017;26/02/2018;31/07/2015;31/12/2017
122018;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0054257-9;800093;ASSOCIAÇÃO PAIS E FILHOS;11.694.582/0001-70;308980;CR.P.CONV - REFERENCIA;80;32;56541,44;6000;68,21;23/12/2017;22/12/2022;Aprovado;23/12/2017;;26/02/2018;15/12/2017;
2710;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.102.980-9;300908;INSTITUTO MARIA CLEUZA DE ACAO SOCIAL;03.072.993/0001-03;308144;CR.P.CONV - SABER VIVER I;128;64;83856,46;7525;161,13;01/07/2016;31/12/2018;Encerrado;16/06/2016;19/06/2017;27/02/2018;16/06/2016;31/12/2017
1555;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2014-0.030.001-7;301040;ASS MISSIONARIAS DE SANTISSIMA TRINDADE;62.197.413/0001-65;308144;CR.P.CONV - SABER VIVER I;131;65;85332,98;10750;;18/09/2014;17/03/2017;Encerrado;18/09/2014;28/01/2016;08/08/2016;14/01/2015;31/07/2016
2711;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.107.667-0;300908;INSTITUTO MARIA CLEUZA DE ACAO SOCIAL;03.072.993/0001-03;308231;CR.P.CONV - SABER VIVER II;119;33;73219,73;6160;401,87;01/07/2016;31/12/2018;Encerrado;16/06/2016;19/06/2017;27/02/2018;16/06/2016;31/12/2017
1591;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2014-0.030.006-8;301040;ASS MISSIONARIAS DE SANTISSIMA TRINDADE;62.197.413/0001-65;308231;CR.P.CONV - SABER VIVER II;106;61;73511,84;8000;;30/01/2015;29/07/2017;Encerrado;30/01/2015;28/01/2016;08/08/2016;02/02/2015;31/07/2016
2712;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.107.657-2;300908;INSTITUTO MARIA CLEUZA DE ACAO SOCIAL;03.072.993/0001-03;308556;CR.P.CONV - SABER VIVER III;118;57;70809,6;14450;456,63;01/07/2016;31/12/2018;Encerrado;16/06/2016;16/06/2016;27/02/2018;16/06/2016;31/12/2017
2390;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.278.432-3;301040;ASS MISSIONARIAS DE SANTISSIMA TRINDADE;62.197.413/0001-65;308556;CR.P.CONV - SABER VIVER III;120;71;74430,4;17000;;30/10/2015;29/04/2018;Encerrado;30/10/2015;;08/08/2016;04/11/2015;31/07/2016
132018;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0054608-6;300908;INSTITUTO MARIA CLEUZA DE ACAO SOCIAL;03.072.993/0001-03;308979;CR.P.CONV - SABER VIVER V;116;92;87331,36;7000;;23/12/2017;22/12/2022;Aprovado;23/12/2017;;26/02/2018;18/12/2017;
142018;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0056705-9;300908;INSTITUTO MARIA CLEUZA DE ACAO SOCIAL;03.072.993/0001-03;308978;CR.P.CONV - SABER VIVER VI;124;100;92731,68;12000;;23/12/2017;22/12/2022;Aprovado;23/12/2017;;26/02/2018;18/12/2017;
4762017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0049214-8;800035;ASSOCIAÇÃO DO TRABALHO EDUCACIONAL ESPORTIVO REC. E CULTURAL;11.109.482/0001-39;308298;CR.P.CONV - SANTA RITA DE CASSIA;156;50;95174,42;14000;1793,11;25/11/2017;24/11/2022;Aprovado;25/11/2017;25/11/2017;31/01/2018;17/11/2017;
1943;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2014-0.321.700-5;800035;ASSOCIAÇÃO DO TRABALHO EDUCACIONAL ESPORTIVO REC. E CULTURAL;11.109.482/0001-39;308298;CR.P.CONV - SANTA RITA DE CASSIA;140;32;81825,26;14000;1793,11;25/05/2015;24/11/2017;Encerrado;25/05/2015;05/06/2017;16/01/2018;28/05/2015;24/11/2017
732017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2017-0.116.800-2;300806;INSTITUTO LAETARE DE EDUCACAO, CULTURA E CIDADANIA;09.636.869/0001-00;307821;CR.P.CONV - SANTA ROSA;210;36;115262,52;14973;3299,23;14/08/2017;13/08/2022;Aprovado;14/08/2017;;31/08/2017;08/08/2017;
35;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.144.397-7;300806;INSTITUTO LAETARE DE EDUCACAO, CULTURA E CIDADANIA;09.636.869/0001-00;307821;CR.P.CONV - SANTA ROSA;210;36;112014,78;14973;3299,23;14/02/2015;14/08/2017;Encerrado;14/08/2012;19/06/2017;06/09/2017;20/03/2014;14/08/2017
2050;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.176.639-9;300806;INSTITUTO LAETARE DE EDUCACAO, CULTURA E CIDADANIA;09.636.869/0001-00;308467;CR.P.CONV - SANTA ROSA II;124;26;75943,3;14300;1274,72;25/07/2015;24/01/2018;Encerrado;25/07/2015;25/07/2015;27/02/2018;04/08/2015;31/12/2017
2662;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.076.932-9;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;308662;CR.P.CONV - SANTA TEREZINHA;155;65;95381,3;14500;1274,72;17/05/2016;16/11/2018;Encerrado;17/02/2016;27/12/2017;27/02/2018;29/04/2016;31/12/2017
25;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.118-5;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;306213;CR.P.CONV - SANTO AGOSTINHO - ASA;180;48;102100,14;;;01/07/2015;30/12/2017;Encerrado;28/12/2012;28/12/2012;27/02/2018;20/03/2014;30/12/2017
920;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2008-0.017.739-4;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306924;CR.P.CONV - SAO CESARIO;127;25;55622;;;03/10/2010;02/04/2013;Encerrado;03/04/2008;01/10/2010;19/01/2015;31/07/2014;
38;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2013-0.066.261-8;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306924;CR.P.CONV - SAO CESARIO;132;71;89599,01;;;26/07/2015;25/01/2018;Encerrado;03/04/2013;21/10/2016;11/01/2018;20/03/2014;31/12/2017
41;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.123-1;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;306215;CR.P.CONV - SAO FRANCISCO - ASA;108;45;70888,98;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;28/12/2012;27/02/2018;20/03/2014;31/12/2017
20170069;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2017-0.041.969-9;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;306798;CR.P.CONV - SAO FRANCISCO DE ASSIS;194;;0;13167;;28/04/2017;27/10/2019;Encerrado;28/04/2017;;15/05/2017;12/05/2017;15/05/2017
20170061;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2017-0.048.716-3;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;306798;CR.P.CONV - SAO FRANCISCO DE ASSIS;150;48;89539,74;5120,5;;28/04/2017;27/10/2019;Encerrado;28/04/2017;28/04/2017;27/02/2018;27/04/2017;31/12/2017
1911;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.048.691-5;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;306798;CR.P.CONV - SAO FRANCISCO DE ASSIS;150;48;89539,74;7000;;29/10/2014;28/04/2017;Encerrado;27/04/2012;27/04/2012;15/05/2017;05/05/2015;28/04/2017
21;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.048.691-5;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;306798;CR.P.CONV - SAO FRANCISCO DE ASSIS;156;54;79500;4500;;29/04/2012;29/10/2014;Encerrado;27/04/2012;24/03/2014;02/04/2015;19/03/2014;
43;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.135-5;300290;CENTRO COMUNITARIO E CRECHE SINHAZINHA MEIRELLES;62.391.818/0001-30;306186;CR.P.CONV - SINHAZINHA MEIRELLES, CENTRO COMUNITARIO;272;101;152304,14;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;20/01/2016;27/02/2018;20/03/2014;31/12/2017
2661;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.037.480-4;800035;ASSOCIAÇÃO DO TRABALHO EDUCACIONAL ESPORTIVO REC. E CULTURAL;11.109.482/0001-39;308665;CR.P.CONV - VOVO ANA;80;32;49845,2;12000;;17/05/2016;16/11/2018;Encerrado;17/05/2016;17/05/2016;07/03/2018;29/04/2016;31/12/2017
5622017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0051698-5;800035;ASSOCIAÇÃO DO TRABALHO EDUCACIONAL ESPORTIVO REC. E CULTURAL;11.109.482/0001-39;308942;CR.P.CONV - VOVO JOSE;238;97;141164,55;15000;2444,57;15/12/2017;14/12/2022;Aprovado;15/12/2017;;22/12/2017;27/11/2017;
2342017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0043467-9;800207;INSTITUTO JULIA MELO;04.753.716/0001-10;;PEQUENOS DO BUTANTA II;113;;0;;;;;Encerrado;;;09/11/2017;23/10/2017;09/11/2017
3452017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0043390-7;301016;ACAO SOCIAL ESTRELA DA MANHA;86.957.107/0001-48;;PRIMEIRO LAPIS II;132;50;0;11024;1035,83;;;Encerrado;;;09/11/2017;08/11/2017;09/11/2017
1532017;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2017-0.135.442-6;800351;ASSOCIAÇÃO EDUCACIONAL BOA ESPERANÇA;08.689.437/0001-96;;BARONESA;405;261;0;12734,14;;;;Encerrado;;;22/09/2017;21/09/2017;22/09/2017
4062017;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0047090-0;800319;CAMINHAR COM AMOR E A SOLUÇÃO;22.768.610/0001-72;;CAMINHAR COM AMOR UNIDADE II;240;96;0;7611,39;;;;Encerrado;;;14/11/2017;14/11/2017;14/11/2017
82017;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2017-0.095.133-1;800009;INSTITUTO ALPHA R&V;11.536.476/0001-68;;CEI CANTINHO DAS PEROBEIRAS;82;32;0;;;;;Reprovado;;;03/08/2017;12/06/2017;
2442017;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043906-9;301037;ASS UIRAPURU;13.932.073/0001-63;400831;CEI INDIR - ACUCENA JORGE LIAN;179;32;100999,62;;;28/10/2017;27/10/2022;Aprovado;28/10/2017;;22/11/2017;26/10/2017;
9712017;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043500-4;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400383;CEI INDIR - ADAIL TINI DE ARAUJO;179;69;0;;;;;Encerrado;;;31/01/2018;19/12/2017;31/01/2018
132;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.433-0;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400383;CEI INDIR - ADAIL TINI DE ARAUJO;179;69;106311,54;;;01/07/2015;27/12/2017;Encerrado;28/12/2012;20/12/2016;17/01/2018;01/04/2014;20/07/2017
509;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.050.936-4;300707;GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE;67.843.045/0001-07;400734;CEI INDIR - BELEZINHA;190;55;110956,65;;;17/07/2015;16/01/2018;Encerrado;14/05/2013;20/07/2015;17/01/2018;05/06/2014;31/12/2017
1607;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.021.124-1;301037;ASS UIRAPURU;13.932.073/0001-63;400759;CEI INDIR - CAMPO LIMPO IV;280;75;154267,85;;;24/07/2015;23/01/2018;Encerrado;31/01/2014;24/07/2017;16/01/2018;03/02/2015;31/12/2017
1994;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.108.633-9;800045;INSTITUTO CASA DA ÁRVORE - RAÍZES DA VIDA;13.575.961/0001-76;400760;CEI INDIR - CAMPO LIMPO V;167;45;98779,09;;;24/07/2015;23/01/2018;Encerrado;24/07/2015;01/02/2017;17/01/2018;27/07/2015;31/12/2017
1713;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.339.667-6;300741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;05.081.067/0001-11;400760;CEI INDIR - CAMPO LIMPO V;166;45;90168,34;;;07/04/2014;06/10/2016;Encerrado;07/04/2014;30/01/2015;28/07/2015;26/02/2015;23/07/2015
276;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.281.553-5;300170;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;69.100.576/0001-27;400792;CEI INDIR - CAPAO REDONDO I;213;66;113100,87;;;28/05/2016;27/11/2018;Encerrado;29/11/2013;30/11/2016;16/01/2018;28/05/2014;31/12/2017
264;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.161.006-2;300664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;62.851.811/0001-53;400741;CEI INDIR - CEDRINHO V;153;32;89798,3;;;21/07/2015;16/01/2018;Encerrado;19/04/2013;21/07/2015;06/02/2018;28/04/2014;31/12/2017
3757;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.130.897-0;300664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;62.851.811/0001-53;307558;CEI INDIR - CEDRO V - PARQUE ALVES DE LIMA;65;18;44464,64;;;27/06/2016;26/12/2018;Encerrado;27/06/2016;22/03/2017;16/01/2018;05/08/2016;25/10/2017
267;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2011-0.071.570-0;300664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;62.851.811/0001-53;307558;CEI INDIR - CEDRO V - PARQUE ALVES DE LIMA;70;;38972;;;27/12/2013;26/06/2016;Encerrado;26/12/2013;;05/08/2016;28/04/2014;26/06/2016
439;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.455-0;300596;TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL;47.413.513/0001-98;400346;CEI INDIR - COHAB ADVENTISTA;151;54;91281,3;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;21/12/2016;16/01/2018;03/06/2014;31/12/2017
441;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.456-9;300532;MOVIMENTO COMUNITARIO ESTRELA NOVA;53.817.169/0001-03;306227;CEI INDIR - ESTRELA NOVA;140;32;81825,26;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;15/06/2015;16/01/2018;03/06/2014;31/12/2017
1743;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.032.849-1;300682;ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP;04.482.597/0001-09;400732;CEI INDIR - EUCLIDES DA CUNHA;152;36;90274,96;;;17/07/2015;16/01/2018;Encerrado;29/04/2013;20/07/2015;16/01/2018;25/03/2015;31/12/2017
1948;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.103.260-3;300170;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;69.100.576/0001-27;400757;CEI INDIR - FIM DE SEMANA;93;27;0;9000;1,65;;;Encerrado;;;03/06/2015;02/06/2015;
268;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.324.809-8;300170;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;69.100.576/0001-27;400757;CEI INDIR - FIM DE SEMANA;160;64;97254,22;;;01/07/2015;31/12/2017;Encerrado;14/02/2014;01/02/2016;16/01/2018;28/04/2014;31/12/2017
20170025;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2017-0.019.643-6;300723;ASS AMIGOS DO PQ FIGUEIRA GRANDE;49.737.703/0001-96;400802;CEI INDIR - GUARAPIRANGA I;172;64;105243,72;;;21/07/2017;20/07/2022;Aprovado;21/07/2017;13/12/2017;23/02/2018;23/02/2017;
2422017;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043569-1;301037;ASS UIRAPURU;13.932.073/0001-63;400832;CEI INDIR - HELENA CABRAL DE VASCONCELLOS FERRAZ;210;93;128194,11;;;28/10/2017;27/10/2022;Aprovado;28/10/2017;28/10/2017;22/11/2017;26/10/2017;
443;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.463-1;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400345;CEI INDIR - IRENE IRAPIRANGA;300;52;153223,66;;;01/07/2015;31/12/2017;Encerrado;31/01/2014;02/12/2016;16/01/2018;03/06/2014;31/12/2017
1606;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.032.843-2;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400645;CEI INDIR - ISSA KURBHI;200;54;115037,98;;;17/07/2015;16/01/2018;Encerrado;30/10/2014;20/07/2015;16/01/2018;03/02/2015;31/12/2017
445;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.487-9;300162;ASS DE MORADORES DO JARDIM COMERCIAL E ADJACENCIAS;52.164.233/0001-23;306232;CEI INDIR - JARDIM COMERCIAL;70;;42961,6;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;15/06/2015;16/01/2018;03/06/2014;31/12/2017
299;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.488-7;300596;TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL;47.413.513/0001-98;400382;CEI INDIR - JARDIM DOS REIS;157;24;87178,98;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;06/12/2016;16/01/2018;29/05/2014;31/12/2017
269;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.464-0;300593;SOCIEDADE SANTOS MARTIRES;60.731.569/0001-59;400381;CEI INDIR - JARDIM FUJIHARA;158;48;92889,18;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;29/06/2015;16/01/2018;15/05/2014;31/12/2017
447;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.468-2;300596;TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL;47.413.513/0001-98;400341;CEI INDIR - JARDIM LUZITANIA;134;41;81297,5;;;01/07/2015;31/12/2017;Encerrado;31/01/2014;30/06/2015;16/01/2018;03/06/2014;31/12/2017
