Cod OSC;Nome OSC;CNPJ;Tipo_Logradouro;Nome_Logradouro;Endereco_Numero;Complemento;Bairro;CEP;Representante Legal;Portaria Credenciamento;Validade Credenciamento;Data Descredenciamento;Status Credenciamento;;;;;;;;
300210;ASS DOS MORADORES E AMIGOS DO JARDIM HELIAN;07871092000124;Rua;EDMUNDO ABREU;30    ;;JARDIM HELIAN;8265110;;;;;CREDENCIADA;;;;;;;;
300211;ASSOCIAÇÃO SAO JOSE DAS SERVAS DA CARIDADE;50123496000169;Rua;SANTA EUDÓXIA;743   ;;PARQUE PERUCHE;2533010;CELIA APARECIDA DOS SANTOS;41;2017-08-27 00:00:00.000;;CREDENCIADA;;;;;;;;
300212;NÃO UTILIZAR ESTE REGISTRO - ASSOCIACAO SAO VICENTE DE PAULA;33570052001809;Rua;JERÔNIMA DIAS;123   ;;ÁGUA FRIA;2407000;NILMA DAS GRAÇAS DA SILVA;224;;;CREDENCIADA;;;;;;;;
300213;ASS SOC CULT MADRE TERESA DE JESUS;07186567000143;Rua;RÔMULO NALDI;68    ;;CONJUNTO PROMORAR ESTRADA DA PARADA;2873250;JACILEIDE LOPES SILVA;25;2017-07-28 00:00:00.000;;CREDENCIADA;;;;;;;;
300214;ASSOCIACAO SOCIAL E CULTURAL LETRAS MAGICAS;03229467000104;Rua;HENRY PALMER;28    ;;PARELHEIROS;4884150;MARYLIN DE ANDRADE FERREIRA EVANGELISTA;145;;;CREDENCIADA;;;;;;;;
300215;ASSOCIACAO SOCIO CULTURAL IDEIA SOLIDARIA;02262227000130;Travessa;JOSÉ FERNANDES SOARES;4     ;;VILA RIO BRANCO;3877130;WAGNER FERNANDES;137;2017-09-27 00:00:00.000;;CREDENCIADA;;;;;;;;
300216;ASSOCIACAO SOLIDARIEDADE E ESPERANCA;03601723000134;Rua;MARTIM FRANCISCO;636   ;;VILA BUARQUE;1226000;JOSÉ FRANCISCO PIRES DE ANDRADE;108;2017-08-13 00:00:00.000;;CREDENCIADA;;;;;;;;
300219;ASSOCIACAO TRES IRMAOS;01361977000105;Rua;ÁLVARO COELHO;80    ;;PARQUE PAULISTANO;8081400;MARCIA CRISTIANE FERREIRA;90;2017-10-31 00:00:00.000;;CREDENCIADA;;;;;;;;
300223;ASS DOS MUTUARIOS E MORADORES DA COHAB I;53373445000183;Avenida;PADRE ESTANISLAU DE CAMPOS;379   ;ATE 385;CONJUNTO HABITACIONAL PADRE MANOEL DA NÓ;3590060;;118;2017-09-03 00:00:00.000;;CREDENCIADA;;;;;;;;
300224;ASS METODISTA LIVRE AGENTE;04955194000130;Rua;VERIANO PEREIRA;52    ;;VILA DA SAÚDE;4144030;CARLOS AUGUSTO PIRES;1;2018-01-10 00:00:00.000;;CREDENCIADA;;;;;;;;
300227;ASS E CENTRO DE APOIO SOCIAL DE EDUCACAO CASTELINHO ENCANTAD;03319298000195;Rua;GONÇALO RIBEIRO CORÇO;16    ;A;JARDIM FANGANIELLO;8450581;;;;;CREDENCIADA;;;;;;;;
300228;ASS E DESENVOLVIMENTO SOCIAL DEPUTADO GUILHERME GIANETTI;01648616000136;Rua;GONÇALO RIBEIRO CORÇO;16    ;;JARDIM FANGANIELLO;8450581;;;;;CREDENCIADA;;;;;;;;
300230;ASSOCIAÇÃO SONHAR E ACREDITAR;04904450000160;Rua;FELICIANO MALABIA;348   ;;JARDIM DAMASCENO;2879040;ROSANA APARECIDA SILVA;165;2017-08-19 00:00:00.000;;CREDENCIADA;;;;;;;;
300231;ASS UNIAO DE MORADORES E AMIGOS ITAQUERA IV E ZONA LESTE;01799465000117;Rua;CANÇÃO DO NOVO MUNDO;33    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8257040;MARIA SINAIDE GONÇALVES MARTINS;84;;;CREDENCIADA;;;;;;;;
300232;ASS UNIAO FAROL DO AMANHECER DA ZONA LESTE;07042337000100;Rua;AUGUSTO CAVALCANTI;84    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8253110;;;;;CREDENCIADA;;;;;;;;
300235;ATIPA - ASS DOS TRAB DE ITAIM PAULISTA E PQ PAULISTANO;55871768000122;Rua;ABACATUAJA;167   ;;VILA ITAIM;8190420;MARIZETE CARDOSO POLIMENI;99;2017-10-21 00:00:00.000;;CREDENCIADA;;;;;;;;
300239;ASS EDUCACIONAL RAINHA DOS APOSTOLOS;61576534000155;Avenida;CUPECÊ;5347  ;;JARDIM PRUDÊNCIA;4365001;;;;;CREDENCIADA;;;;;;;;
300242;ASSOCIAÇÃO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE;06094961000199;Rua;RUFINO DE SOUZA LOBATO;298   ;CASA 2;VILA MIRANTE;2957050;ELAINE CRISTINA LEITE;59;2017-06-28 00:00:00.000;;CREDENCIADA;;;;;;;;
300243;ASSOCIAÇÃO EDUCATIVA MARIA TERESA;61573424000130;Rua;RELÍQUIA;691   ;;JARDIM DAS LARANJEIRAS;2517001;CRISTIANE MARTINS DA ROCHA;30;2017-08-17 00:00:00.000;;CREDENCIADA;;;;;;;;
300244;ASS EDUCACIONAL E DE ASSIST SOCIAL ESTACÃO SOLIDARIA;07923116000141;Rua;ANTÔNIO GOMES DE OLIVEIRA;245   ;;VILA IÓRIO;2965000;LUCIANA LARONGA;32;2017-08-20 00:00:00.000;;CREDENCIADA;;;;;;;;
300247;ASSOCIACAO VIA COMUNIDADE;08871472000121;Rua;JORGE NETO FALCÃO;60    ;;LAJEADO;8452262;SÉRGIO APARECIDO MARTINS;5;2017-10-11 00:00:00.000;;CREDENCIADA;;;;;;;;
300251;CANARIO ESPORTE CLUBE;00329160000189;Rua;CACHOEIRA DO BONFIM;129   ;;GUAIANASES;8472300;;;;;CREDENCIADA;;;;;;;;
300252;CARITAS DIOCESANA DE CAMPO LIMPO;64033061000138;Rua;SERRA DA ESPERANÇA;190   ;;JARDIM BOM REFÚGIO;5788370;CELESTE APARECIDA BUENO CARDOSO;37;;;CREDENCIADA;;;;;;;;
300253;CASA DE BENEFICENCIA SAO PAULO;62657333000145;Avenida;FRANCISCO NÓBREGA BARBOSA;110   ;;PARQUE ALVES DE LIMA;4902000;JOSE ALBERTO RODRIGUES ALVES;;;;CREDENCIADA;;;;;;;;
300256;CASA DA SOLIDARIEDADE DA REGIAO EPISCOPAL DO IPIRANGA;04850812000187;Rua;GRAVI;60    ;;SAÚDE;4143050;RAYMOND PERILLAT;76;2017-07-28 00:00:00.000;;CREDENCIADA;;;;;;;;
300257;ASS FEM COMUN DO CONJ HABITACIONAL BRIGADEIRO EDUARDO GOMES;57274714000105;Travessa;LÁZARO MERONO;200   ;SALA 1;CONJUNTO HABITACIONAL BRIGADEIRO EDUARDO;2815120;VERA LUCIA FONTES DE LIMA;82;2017-07-31 00:00:00.000;;CREDENCIADA;;;;;;;;
300258;ASS FEMININA DAS SERVIDORAS PUBLICAS DO BRASIL AFEMI;46520714000121;Rua;DOUTOR EDUARDO MARTINELLI;30    ;;VILA MARIANA;4013050;DERCILA BASTOS;174;2017-10-22 00:00:00.000;;CREDENCIADA;;;;;;;;
300259;ASS FEMININA VILA ALPINA - PARQUE SAO LUCAS;62863162000100;Rua;ITAIRA;81    ;;VILA ALPINA;3209020;APARECIDA RODRIGUES LEANDRO;138;2017-09-11 00:00:00.000;;CREDENCIADA;;;;;;;;
300262;CAMINHANDO NUCLEO DE ED E ACAO SOCIAL;61581773000101;Rua;ROSÁRIA MUSARRA;90    ;;VILA CALIFÓRNIA(ZONA SUL);4775150;MARIA NANCI LIMA VIEIRA;;;;CREDENCIADA;;;;;;;;
300263;ASS NOSSA ESCOLA ANE;05395558000137;Rua;MARQUÊS DE PRAIA GRANDE;115   ;SALA 1;VILA PRUDENTE;3129110;GILSON RODRIGUES;;;;CREDENCIADA;;;;;;;;
300264;ASS NOSSA SENHORA DAS GRACAS DO JARDIM COPA;00799900000140;Rua;EREPECURU;58    ;;JARDIM MARABÁ;8270300;;;;;CREDENCIADA;;;;;;;;
300266;INSTITUTO CAESVI;01702013000175;Rua;FORMOSO DO ARAGUAIA;315   ;;JARDIM SYDNEY;2982010;MARCILENE MARIA DE OLIVEIRA;70;2017-07-17 00:00:00.000;;CREDENCIADA;;;;;;;;
300267;CASA DE CULTURA E ACAO COMUNITARIA;04207140000196;Rua;JOÃO ALVES AMORIM;13    ;;JARDIM PANTANAL;8180610;;;;;CREDENCIADA;;;;;;;;
300269;ASS NOVA PROJETO EDUCACAO E TRABALHO PARA PESSOA ESPECIAL;05800573000113;Rua;TEXAS;1074  ;;BROOKLIN PAULISTA;4557001;ARLISON MEIRELES;;;;CREDENCIADA;;;;;;;;
300270;ASS OBRA DO BERCO;62440045000134;Rua;DO CHICO NUNES;173   ;;VILA ANDRADE;5734110;VERA HELENA MENDONÇA PIRES OLIVEIRA DIAS;;;;CREDENCIADA;;;;;;;;
300271;ASS OBRAS SOCIAIS SANTA CRUZ;51158848000184;Rua;LUÍS CARLOS GENTILE DE LAET;176   ;;HORTO FLORESTAL;2378000;GERALDO ASCARI;223;;;CREDENCIADA;;;;;;;;
300272;CASA DE SAUDE SANTA MARCELINA;60742616000160;Rua;SANTA MARCELINA;177   ;;VILA CARMOSINA;8270070;ROSANE GHEDIN;;;;CREDENCIADA;;;;;;;;
300274;CENTRO SOCIAL DA PAROQUIA DE SANTA TEREZA DE ARTUR ALVIM;51934909000158;Rua;DESEMBARGADOR ROCHA PORTELA;929   ;;ARTUR ALVIM;3567000;ALVARO MALHEIROS;116;2017-09-27 00:00:00.000;;CREDENCIADA;;;;;;;;
300278;CASA JESUS AMOR E CARIDADE;00686149000176;Rua;PROFESSOR DÁRIO RIBEIRO;1386  ;;VILA PRADO;2559000;NELSON SAMPAIO PEIXOTO;58;2014-08-26 00:00:00.000;;CREDENCIADA;;;;;;;;
300280;CEDESC - CENTRO DE DES ED SOC E CUL DO PQ FERNANDA;53815718000100;Avenida;DOUTOR SALVADOR ROCCO;1128  ;;PARQUE FERNANDA;5888050;ERNESTOR RAMOS PEREIRA;;;;CREDENCIADA;;;;;;;;
300281;CASA FIRME CUIDANDO DE QUEM PRECISA;09064451000167;Avenida;DO CURSINO;2567  ;;SAÚDE;4133200;;;;;CREDENCIADA;;;;;;;;
300282;CENTRO DE EDUCACAO INFANTIL FILADELFIA;56565781000116;Rua;BENTA PEREIRA;153   ;;SANTA TERESINHA;2451000;ROBSON DE ARAUJO SILVA;141;;;CREDENCIADA;;;;;;;;
300283;CEI COMUNITARIA ECUMENICA SANTO EXPEDITO;61061164000113;Avenida;DEPUTADO CANTÍDIO SAMPAIO;2545  ;;VILA SOUZA;2860001;ANTONIO MESSIAS DA PURIFICAÇÃO SIQUEIRA;187;2017-09-28 00:00:00.000;;CREDENCIADA;;;;;;;;
300286;CENTRO ASSISTENCIAL SANTA ANGELA;03505564000174;Rua;DEMOCRACIA;137   ;;VILA BRASILINA;4161060;EVERTON FERNANDES MORAES;;;;CREDENCIADA;;;;;;;;
300287;CENHA - CENTRO SOCIAL NOSSA SENHORA DA PENHA;43028075000193;Rua;FRANCISCO BUENO;384   ;;TATUAPÉ;3077020;JORGE YAMANISKI FILHO;;;;CREDENCIADA;;;;;;;;
300288;CENTRO SOCIAL E EDUCACIONAL SAL DA TERRA;05565562000104;Rua;ORLANDO PINTO RIBEIRO;782   ;;VILA CAMPO GRANDE;4455000;TERESINHA DE SOUZA LIMA;;;;CREDENCIADA;;;;;;;;
300289;CENTRO SOCIAL EVANGELICO DO SACOMA;58720350000102;Rua;MARQUES DE MARICA;705   ;;SACOMÃ;4452000;TIAGO ESCOBAR DE AZEVEDO;110;2017-08-13 00:00:00.000;;CREDENCIADA;;;;;;;;
300293;CENTRO COMUNITARIO DO JARDIM JAPAO;62957923000193;Rua;PADRE SABÓIA DE MEDEIROS;1868  ;;VILA MARIA ALTA;2134002;TEREZA MARIA GOMES ARAÚJO;128;;;CREDENCIADA;;;;;;;;
300294;CENTRO COMUNITARIO E SOCIAL DO JARDIM LOURDES;03645036000110;Rua;LUÍS AUGUSTO PASCHOAL;22    ;;JARDIM LOURDES (ZONA SUL);4328050;MARIA DE LOURDES R. DOS SANTOS;;;;CREDENCIADA;;;;;;;;
300295;CENTRO SOCIAL FE E ALEGRIA;43116672000170;Rua;FRANCISCO RODRIGUES SECKLER;536   ;;VILA TAQUARI;8230020;MANOEL OLAVO AMARANTE;176;;;CREDENCIADA;;;;;;;;
300297;CENTRO COMUNITARIO DA CRIANCA E DO ADOLESCENTE;53724977000118;Avenida;DA LIBERDADE;345   ;;LIBERDADE;1503000;ENIVALDO SANTOS DO VALE;;;;CREDENCIADA;;;;;;;;
300298;CENTRO DE APOIO E DESENVOLVIMENTO SOCIAL;05083090000145;Rua;ABRANCHES DE MOURA;121   ;;VILA MORAES;4164240;RUBENS EDUARDO DE MOURA REIS;142;2017-09-11 00:00:00.000;;CREDENCIADA;;;;;;;;
300300;CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA;48902381000120;Rua;GOMES LEAL;350   ;;VILA DIONISIA;2671090;JOSMAR RODRIGUES CASSEMIRO;45;2017-08-26 00:00:00.000;;CREDENCIADA;;;;;;;;
300301;CENTRO DE ASS SOCIAL E PROMOCAO DE VILA ALPINA;43430024000193;Rua;MARIA TAVARES;148   ;;VILA ALPINA;3204080;;189;;;CREDENCIADA;;;;;;;;
300302;CENTRO DE ASS SOCIAL POR UM MUNDO MELHOR;05137201000159;Rua;SOLDADO BRASÍLIO PINTO DE ALMEIDA;210   ;;PARQUE NOVO MUNDO;2188080;;;;;CREDENCIADA;;;;;;;;
300303;CENTRO DE ASS SOCIAL SANTA TEREZINHA;50195999000140;Avenida;GUAPIRA;2055  ;;TUCURUVI;2265002;SONIA Mª BELON FERNANDES;;;;CREDENCIADA;;;;;;;;
300304;CENTRO DE ASS SOCIAL SANTO AGNELO;58371451000115;Rua;GIOVANNI BRACELLI;35    ;;JARDIM SANTA EMÍLIA;4184060;PEDRO PEREIRA DOS SANTOS;143;2017-09-11 00:00:00.000;;CREDENCIADA;;;;;;;;
300307;CENTRO DE ORIENTACAO A FAMILIA- COR;43633288000144;Rua;ALBINA BARBOSA;54    ;;ACLIMAÇÃO;1530020;WANDERLEY APARECIDO TURINE;109;2017-08-13 00:00:00.000;;CREDENCIADA;;;;;;;;
300313;CENTRO COMUNITARIO MARANATA DE SAO PAULO;50535376000179;Rua;BRIGADEIRO XAVIER DE BRITO;577   ;;SÍTIO DO MORRO;2551000;VALTEMIR PRIMO;58;2017-08-17 00:00:00.000;;CREDENCIADA;;;;;;;;
300315;CENTRO COMUNITARIO NOSSA SENHORA APARECIDA CCNSA;49077829000181;Rua;CONDESSA AMÁLIA MATARAZZO;13    ;;JARDIM PERI;2652000;MARINA JUCICLEIDE L FURTADO DE OLIVEIRA;14;2017-08-09 00:00:00.000;;CREDENCIADA;;;;;;;;
300316;CENTRO COMUNITARIO NOSSA SENHORA DE NAZARE;47100177000123;Rua;RUBENS REIS REZENDE;45    ;SALA 2;JARDIM ARPOADOR;5565180;;;;;CREDENCIADA;;;;;;;;
300318;CENTRO SOCIAL NOSSA SENHORA DAS MERCES;03162349000118;Rua;NOSSA SENHORA DAS MERCÊS;1463  ;;VILA DAS MERCÊS;4165001;ELIAS ORTIS FERNANDEZ;144;2017-09-11 00:00:00.000;;CREDENCIADA;;;;;;;;
300321;ASS DOS MORADORES JARDIM BOM PASTOR;58068420000190;Rua;DA MANDIRA;12    ;;JARDIM FRATERNIDADE;5870150;JOSE VITORINO DE PAULA;;;;CREDENCIADA;;;;;;;;
300323;CENTRO SOCIAL PADRE CICERO ROMAO;59829622000170;Avenida;DOS LATINOS;627   ;;JARDIM SANTA TEREZINHA (ZONA LESTE);3572000;JAVIER ROBERTO ALVAREZ MARTÍNEZ;77;;;CREDENCIADA;;;;;;;;
300324;CENTRO SOCIAL PAROQUIAL DE SAO GERALDO DAS PERDIZES;60464492000106;Rua;SÃO GERALDO;100   ;;PERDIZES;5004030;MARTILIO DOS SANTOS;45;2017-06-28 00:00:00.000;2017-06-08 00:00:00.000;DESCREDENCIADA;;;;;;;;
300328;CENTRO SUVAG DE REABILITACAO AUDITIVA E DA FALA;62132725000190;Rua;ISAÍAS SALOMÃO;135   ;TERREO MIRANDOPOLIS;SAÚDE;4055050;;;;;CREDENCIADA;;;;;;;;
300329;NUCLEO ASSISTENCIAL IRMAO ALFREDO;50866490000181;Rua;RIBEIRO DO VALE;120   ;;BROOKLIN PAULISTA;4568000;MARTHA ELIZABETH PIRES NOVAES;53;;;CREDENCIADA;;;;;;;;
300330;CEOP CENTRO DE EDUCACAO E ORGANIZACAO POPULAR;04939188000199;Rua;AQUIANES;109   ;;VILA BUTANTÃ;5360120;MARIA DAS DORES FERREIRA DE SOUSA;;;;CREDENCIADA;;;;;;;;
300333;CIRCULO DE TRABALHADORES CRISTAOS DE VILA PRUDENTE;61876868000144;Rua;JOSÉ ZAPPI;120   ;;VILA PRUDENTE;3128140;NEWTON ZADRA;145;2017-09-11 00:00:00.000;;CREDENCIADA;;;;;;;;
300334;CIRCULO SOCIAL SAO CAMILO DO IPIRANGA;60944998000104;Rua;ENGENHEIRO RANULFO PINHEIRO LIMA;259   ;;VILA MONUMENTO;4264030;LEOCIR PESSINI;;;;CREDENCIADA;;;;;;;;
300335;CLUBE DE MAES CORACAO DE JESUS;00057185000170;Rua;DOUTOR JOSÉ PEREIRA GOMES;269   ;;JARDIM MELIUNAS;8111000;GILDETE DIAS DA SILVA DE JESUS;89;2017-10-18 00:00:00.000;;CREDENCIADA;;;;;;;;
300336;CLUBE DE MAES CRIANCA ESPERANCA;00229779000111;Rua;MINHA CIDADE;100   ;;ITAIM PAULISTA;8131060;ANTONIA ALGENARDE AMORIM NOGUEIRA;43;2018-08-25 00:00:00.000;;CREDENCIADA;;;;;;;;
300337;ASS CLUBE DE MAES DA CASA VERDE ALTA E ADJACENCIAS;00000014000105;Rua;JOAQUIM AFONSO DE SOUZA;85    ;;VILA CELESTE;2543000;LAURA SANTANA OLIVEIRA DA SILVA;186;2017-10-21 00:00:00.000;;CREDENCIADA;;;;;;;;
300338;CLUBE DE MAES DE VILA MARA ELAS POR ELAS;61186631000131;Rua;VICTÓRIA SIMIONATO;120   ;;VILA PARANAGUÁ;3808170;;;;;CREDENCIADA;;;;;;;;
300339;CENTRO COMUNITARIO PAROQUIAL DO JARDIM BRASIL;43553478000151;Avenida;RAMIZ GALVÃO;622   ;;JARDIM BRASIL (ZONA NORTE);2223000;JOSÉ ORACINDO DOS SANTOS;134;;;CREDENCIADA;;;;;;;;
300340;CENTRO COMUNITARIO RAPOSO TAVARES;00406316000188;Rua;CACHOEIRA VIDA NOVA;80    ;;CONJUNTO PROMORAR RAPOSO TAVARES;5574460;FLAVIO SOARES LOPES;;;;CREDENCIADA;;;;;;;;
300341;CENTRO COMUNITARIO SANTA INES - CECOSI;51601748000180;Rua;PAULO CARNEIRO;30    ;;LAUZANE PAULISTA;2441080;ALMERINDA PEREIRA SANTOS;138;;;CREDENCIADA;;;;;;;;
300343;CENTRO DE ACAO SOCIAL ESPERANCA;05632423000148;Rua;SEBASTIÃO AVELINO AUGUSTO;77    ;;VILA RICA;2861080;MARINETE MAGALHAES GOUVEA TAVARES;51;2017-08-24 00:00:00.000;;CREDENCIADA;;;;;;;;
300344;CENTRO DE APOIO A CRIANCA CARENTE COM CANCER - CAC CC;00113842000150;Avenida;DA ACLIMAÇÃO;786   ;;ACLIMAÇÃO;1531000;;;;;CREDENCIADA;;;;;;;;
300345;CENTRO DE APOIO AS INICIATIVAS COMUNITARIAS - CAICO;02375464000108;Rua;ÁLVARO DO VALE;438   ;CASA 4;IPIRANGA;4217010;;;;;CREDENCIADA;;;;;;;;
300347;CENTRO DE ESTUDOS E TRABALHOS EM ED, ARTES E CULTURA- CETEAC;53371498000165;Rua;VALDEMAR DÓRIA;163   ;;CATUMBI;3020050;ANGELA MARIA MILITO DE CASTRO LIMA;34;2017-10-26 00:00:00.000;;CREDENCIADA;;;;;;;;
300348;CASA DE ISABEL APOIO MULHER CRIAN ADOLES VIT DOMESTICA;04488578000190;Rua;PROFESSOR ZEFERINO FERRAZ;486   ;;ITAIM PAULISTA;8120380;SONIA REGINA MAURELLI;119;2017-09-30 00:00:00.000;;CREDENCIADA;;;;;;;;
300351;CENTRO DE PROMOCAO SOCIAL JESUS NO HORTO DAS OLIVEIRAS;46536223000179;Rua;JAN MONET;145   ;;JARDIM MODELO;2238210;SANDRA MARIA CARNEIRO E SILVA;142;;;CREDENCIADA;;;;;;;;
300352;CENTRO DE RECREACAO INFANTIL BETEL;50863315000130;Rua;EPAMINONDAS LOBO;76    ;;VILA ANGLO BRASILEIRA;5028070;EDITH FINTELMAN DE OLIVEIRA;75;2017-07-24 00:00:00.000;;CREDENCIADA;;;;;;;;
300353;CENTRO DE REVALORIZACAO DA INFANCIA, ADOLESCENCIA E SOCIAL;07729493000144;Avenida;CELSO DOS SANTOS;849   ;CASA 03;VILA CONSTANÇA;4658241;;;;;CREDENCIADA;;;;;;;;
300354;CENTRO EDUCACIONAL INFANTIL REGIINA ANGELORUM;47858550000100;Rua;JOSÉ BERNARDO PINTO;911   ;;VILA GUILHERME;2055001;JOÃO FERNANDES DE SOUZA NETO;157;;;CREDENCIADA;;;;;;;;
300355;CENTRO EDUCACIONAL PINGO D AGUA;44132165000192;Rua;CLÁUDIO CHIRELLI;597   ;CASA 03;PARQUE SÃO LUÍS;2841140;ILKA TRAVASSOS DA ROSA;177;2017-08-26 00:00:00.000;;CREDENCIADA;;;;;;;;
300356;CENTRO ESPIRITA IRMA NICE;62442132000120;Rua;DENTISTA BARRETO;978   ;;VILA CARRÃO;3420000;CONCEIÇÃO MINGRONE BRUNO;60;;;CREDENCIADA;;;;;;;;
300358;CENTRO ESPIRITA JOAO SILVA;51743235000104;Rua;EDGARD PEREIRA;135   ;;VILA GUARANI(ZONA SUL);4312020;FRANCISCO FRANZONI BARBOSA;109;;;CREDENCIADA;;;;;;;;
300359;CENTRO INTEGRADO DE APOIO E ATENDIMENTO A PESSOA - CIAAP;04871097000169;Rua;JOAPITANGA;507   ;;VILA CAMPANELA;8220300;;;;;CREDENCIADA;;;;;;;;
300362;CENTRO ISRAELITA DE APOIO MULTIDISCIPLINAR - CIAM;61683272000128;Rua;IRMÃ PIA;78    ;;JAGUARÉ;5335050;ABRAHÃO KERZNER;122;2017-10-22 00:00:00.000;;CREDENCIADA;;;;;;;;
300368;CENTRO ESPIRITA JESUS REDIVIVO;51205094000176;Rua;REGO BARROS;654   ;;JARDIM VILA FORMOSA;3460000;MARIA IZABEL MAZZUCATI;175;;;CREDENCIADA;;;;;;;;
300369;COMUNIDADE KOLPING IMACULADA CONCEICAO;04668282000150;Rua;CAPIVARI-MIRIM;444   ;;JARDIM DRACENA;5528290;;;;;CREDENCIADA;;;;;;;;
300370;ASS DAS FRANCISCANAS FILHAS DA DIVINA PROVIDENCIA;61813333000124;Rua;NOSSA SENHORA DO MONTE SERRAT;370   ;;FERREIRA;5524060;MARIA INES G DE MORAIS;154;2020-01-18 00:00:00.000;;CREDENCIADA;;;;;;;;
300372;ASSOCIAÇÃO PALOTINA;74032871000204;Rua;MARECHAL PIMENTEL;264   ;;SACOMÃ;4248100;;;;;CREDENCIADA;;;;;;;;
300375;CONSELHO COMU DE EDUC DO DISTRITO DE CURUCA E GRANDE LESTE;04351195000175;Travessa;GUILHERME DE AGUIAR;41    ;;SÃO MIGUEL PAULISTA;8011030;MARIA FERREIRA SILVA;;;;CREDENCIADA;;;;;;;;
300378;CLUBE DE MAES DO JARDIM VISTA ALEGRE;58730359000102;Rua;GERVÁSIO LEITE REBELO;1138  ;;JARDIM PERI;2675050;EDINALVA ROSA DOS SANTOS NOVAIS;33;2017-08-09 00:00:00.000;;CREDENCIADA;;;;;;;;
300379;CLUBE DE MAES DO PARQUE SANTA RITA;64027980000107;Avenida;FERNANDO FIGUEIREDO LINS;712   ;;PARQUE SANTA RITA;8150040;MIRIAM REGINA DE SOUSA;;;;CREDENCIADA;;;;;;;;
300382;CLUBE DE MAES MARIA DAS DORES;61608014000187;Rua;ITAMBÉ DO MATO DENTRO;632   ;;JARDIM GUARANI;2851000;CLEIDE ROSIRES MACHADO MOURA;174;2017-08-24 00:00:00.000;;CREDENCIADA;;;;;;;;
300383;CLUBE DE MAES MONTE DAS OLIVEIRAS;01719136000119;Rua;DOS CONTINENTES;278   ;;VILA RÉ;3668010;LILIANE VILALVA DE MELO;;;;CREDENCIADA;;;;;;;;
300384;CLUBE DE MAES RAIO DE LUAR;61587333000153;Avenida;PROFESSOR JOÃO BATISTA CONTI;1201  ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255210;ADEMILDE DE SILVA MORAES;;;;CREDENCIADA;;;;;;;;
300385;COMUNIDADE ASSISTENCIAL RAINHA DOS APOSTOLOS;51582229000112;Rua;ENGENHEIRO LAURO PENTEADO;155   ;;VILA MONUMENTO;1551030;CASSIA BERNADETE GONÇALVES DESENZI;83;2017-07-22 00:00:00.000;;CREDENCIADA;;;;;;;;
300386;COMUNIDADE EDUCACIONAL DE BASE SITIO DO PINHEIRINHO;62462528000130;Rua;JAIME PAIVA;166   ;;PARQUE SÃO LUCAS;3240050;CLAUDIO BONAVENTO FILHO;160;2017-09-10 00:00:00.000;;CREDENCIADA;;;;;;;;
300387;ESPACO - FORMACAO, ASSESSORIA E DOCUMENTACAO;57284796000179;Rua;CAMBUCI DO VALE;109   ;;CIDADE DUTRA;4805110;ACÁSSIA SOUZA DOS SANTOS;;;;CREDENCIADA;;;;;;;;
300388;ESPACO INF RECREATIVO EDUCACIONAL QUADRANGULAR PROJETO VIDA;00631212000177;Avenida;ANACÉ;555   ;;JARDIM UMARIZAL;5755090;SUELI RODRIGUES MARTINS DE FIGUEIREDO;;;;CREDENCIADA;;;;;;;;
300389;FEDERACAO DE IRMAOS BENEFICENTE;59178822000100;Praça;WILLIAM ALEXANDRO DIAS VAZ;280   ;;CONJUNTO RESIDENCIAL PRESTES MAIA;8490004;SENITA ROCHA AMARAL RIBEIRO;112;2017-09-29 00:00:00.000;;CREDENCIADA;;;;;;;;
300391;CONSELHO COMU DE EDUC CULTURA E ACAO SOCIAL DE SAO MIGUEL;02730652000107;Rua;MANUEL MOREIRA RAMOS;57    ;;PARQUE SONIA;8020070;;;;;CREDENCIADA;;;;;;;;
300392;CONS COMUNIT EDUC CULTURA E ACAO SOCIAL SOL DO AMANHECER;05137119000124;Travessa;CACHOEIRA DE PAULO AFONSO;25    ;1 ANDAR;CONJUNTO HABITACIONAL SITIO CONCEIÇÃO;8473240;MARIA SOLIDADE SILVA PINTO;86;2014-11-20 00:00:00.000;;CREDENCIADA;;;;;;;;
300393;CONS EDUC CULT E ACAO SOCIAL DE ERMELINO MATARAZZO-CEDUCASEM;04997713000122;Rua;DAMASTES;95    ;;PARQUE CRUZEIRO DO SUL;8070030;ALDENY PEREIRA DA SILVA;133;2017-12-18 00:00:00.000;;CREDENCIADA;;;;;;;;
300394;FORCA HUMANITARIA NOSSO LAR;53285805000195;Rua;ÂNGELO BONAVITA;83    ;;VILA SANTA MARIA;2562040;MARIA EUNICE HOFFMANN SILVA;168;2017-08-19 00:00:00.000;;CREDENCIADA;;;;;;;;
300396;FUNDACAO ANTONIO PRUDENTE;60961968000106;Rua;PROFESSOR ANTÔNIO PRUDENTE;211   ;;LIBERDADE;1509010;JOSÉ HERMÍLIO CURADO;;;;CREDENCIADA;;;;;;;;
