Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;CNPJ;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Convênio
30;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.056-1;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306.892;CR.P.CONV - PAU BRASIL;117;45;74.960,67;;;01/07/2015;30/12/2017;Aprovado;28/12/2012;25/10/2016;17/08/2017 17:02;20/03/2014
2668;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.101.517-4;800207;INSTITUTO JULIA MELO;04.753.716/0001-10;308.669;CR.P.CONV - PEQUENOS DO BUTANTA;132;71;87.074,54;10.500,00;445,56;31/05/2016;29/11/2018;Aprovado;30/05/2016;18/05/2017;13/07/2017 14:01;06/05/2016
1517;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.064-2;300639;UNIAO DOS MORADORES DA FAVELA DO JARDIM COLOMBO;58.933.391/0001-87;306.507;CR.P.CONV - PRIMAVERA;104;18;59.553,84;8.397,50;528,12;20/07/2015;20/07/2016;Encerrado;28/01/2013;23/07/2015;20/06/2016 12:56;29/12/2014
925;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2007-0.344.348-4;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306.207;CR.P.CONV - PRIMAVERA;120;;49.590,00;;;01/07/2010;31/12/2012;Encerrado;28/12/2007;28/06/2010;16/01/2015 09:32;31/07/2014
33;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.059-6;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306.207;CR.P.CONV - PRIMAVERA;120;;66.396,30;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;13/06/2015;17/08/2017 16:14;20/03/2014
2089;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.030.586-0;301016;ACAO SOCIAL ESTRELA DA MANHA;86.957.107/0001-48;308.380;CR.P.CONV - PRIMEIRO LAPIS;70;32;50.016,96;7.000,00;535,94;17/07/2015;16/01/2018;Aprovado;17/07/2015;17/07/2015;05/09/2017 17:15;05/08/2015
2670;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.093.644-6;800093;ASSOCIAÇÃO PAIS E FILHOS;11.694.582/0001-70;308.672;CR.P.CONV - PRIMEIROS CAMINHOS;80;32;54.948,16;5.950,00;;31/05/2016;29/11/2018;Aprovado;30/05/2016;30/05/2016;14/07/2017 13:26;06/05/2016
927;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2007-0.344.356-5;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306.208;CR.P.CONV - PRIMEIROS PASSOS;144;72;68.214,00;;;01/07/2010;31/12/2012;Encerrado;28/12/2007;18/11/2011;15/01/2015 14:00;31/07/2014
16;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.072-3;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306.208;CR.P.CONV - PRIMEIROS PASSOS;140;68;89.762,54;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;21/10/2016;17/08/2017 17:04;19/03/2014
18;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.088-0;300113;ASS CRIANCA BRASIL;58.373.234/0001-64;306.209;CR.P.CONV - RECANTO DA ALEGRIA I;101;31;64.635,39;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;23/12/2015;08/07/2016 15:12;19/03/2014
22;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.099-5;300113;ASS CRIANCA BRASIL;58.373.234/0001-64;306.210;CR.P.CONV - RECANTO DA ALEGRIA II;105;9;61.594,47;9.350,00;2.175,11;01/07/2015;31/12/2017;Aprovado;30/12/2013;30/12/2013;06/03/2017 08:03;19/03/2014
2035;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.162.461-6;300113;ASS CRIANCA BRASIL;58.373.234/0001-64;307.992;CR.P.CONV - RECANTO DA ALEGRIA IV;159;73;98.819,86;14.000,00;;13/07/2015;12/01/2018;Aprovado;13/07/2015;22/06/2017;22/06/2017 15:39;31/07/2015
2710;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.102.980-9;300908;INSTITUTO MARIA CLEUSA DE ACAO SOCIAL;03.072.993/0001-03;308.144;CR.P.CONV - SABER VIVER I;128;64;83.856,46;7.525,00;161,13;01/07/2016;31/12/2018;Aprovado;16/06/2016;19/06/2017;22/09/2017 16:48;16/06/2016
1555;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2014-0.030.001-7;301040;ASS MISSIONARIAS DE SANTISSIMA TRINDADE;62.197.413/0001-65;308.144;CR.P.CONV - SABER VIVER I;131;65;85.332,98;10.750,00;;18/09/2014;17/03/2017;Encerrado;18/09/2014;28/01/2016;08/08/2016 16:00;14/01/2015
2711;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.107.667-0;300908;INSTITUTO MARIA CLEUSA DE ACAO SOCIAL;03.072.993/0001-03;308.231;CR.P.CONV - SABER VIVER II;119;33;73.219,73;6.160,00;401,87;01/07/2016;31/12/2018;Aprovado;16/06/2016;19/06/2017;22/09/2017 16:53;16/06/2016
1591;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2014-0.030.006-8;301040;ASS MISSIONARIAS DE SANTISSIMA TRINDADE;62.197.413/0001-65;308.231;CR.P.CONV - SABER VIVER II;106;61;73.511,84;8.000,00;;30/01/2015;29/07/2017;Encerrado;30/01/2015;28/01/2016;08/08/2016 16:03;02/02/2015
2712;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.107.657-2;300908;INSTITUTO MARIA CLEUSA DE ACAO SOCIAL;03.072.993/0001-03;308.556;CR.P.CONV - SABER VIVER III;118;57;78.058,84;14.450,00;456,63;01/07/2016;31/12/2018;Aprovado;16/06/2016;16/06/2016;22/09/2017 16:57;16/06/2016
2390;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.278.432-3;301040;ASS MISSIONARIAS DE SANTISSIMA TRINDADE;62.197.413/0001-65;308.556;CR.P.CONV - SABER VIVER III;120;71;74.430,40;17.000,00;;30/10/2015;29/04/2018;Encerrado;30/10/2015;;08/08/2016 16:08;04/11/2015
1943;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2014-0.321.700-5;800035;ASSOCIAÇÃO DO TRABALHO EDUCACIONAL ESPORTIVO REC. E CULTURAL;11.109.482/0001-39;308.298;CR.P.CONV - SANTA RITA DE CASSIA;140;32;81.825,26;14.000,00;1.793,11;25/05/2015;24/11/2017;Aprovado;25/05/2015;05/06/2017;03/08/2017 14:40;28/05/2015
732017;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2017-0.116.800-2;300806;INSTITUTO LAETARE DE EDUCACAO, CULTURA E CIDADANIA;09.636.869/0001-00;307.821;CR.P.CONV - SANTA ROSA;210;36;112.014,78;14.973,00;3.299,23;14/08/2017;13/08/2022;Aprovado;14/08/2017;;31/08/2017 15:28;08/08/2017
35;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.144.397-7;300806;INSTITUTO LAETARE DE EDUCACAO, CULTURA E CIDADANIA;09.636.869/0001-00;307.821;CR.P.CONV - SANTA ROSA;210;36;112.014,78;14.973,00;3.299,23;14/02/2015;14/08/2017;Encerrado;14/08/2012;19/06/2017;06/09/2017 10:53;20/03/2014
2050;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.176.639-9;300806;INSTITUTO LAETARE DE EDUCACAO, CULTURA E CIDADANIA;09.636.869/0001-00;308.467;CR.P.CONV - SANTA ROSA II;124;26;73.803,50;14.300,00;1.274,72;25/07/2015;24/01/2018;Aprovado;25/07/2015;25/07/2015;03/04/2017 14:52;04/08/2015
2662;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.076.932-9;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;308.662;CR.P.CONV - SANTA TEREZINHA;140;50;85.793,90;14.500,00;1.274,72;17/05/2016;16/11/2018;Aprovado;17/02/2016;17/02/2016;17/08/2017 15:25;29/04/2016
25;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.118-5;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;306.213;CR.P.CONV - SANTO AGOSTINHO - ASA;180;48;102.100,14;;;01/07/2015;30/12/2017;Aprovado;28/12/2012;28/12/2012;17/05/2017 10:15;20/03/2014
920;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2008-0.017.739-4;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306.924;CR.P.CONV - SAO CESARIO;127;25;55.622,00;;;03/10/2010;02/04/2013;Encerrado;03/04/2008;01/10/2010;19/01/2015 12:00;31/07/2014
38;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2013-0.066.261-8;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306.924;CR.P.CONV - SAO CESARIO;132;71;87.074,54;;;26/07/2015;25/01/2018;Aprovado;03/04/2013;21/10/2016;17/08/2017 17:06;20/03/2014
41;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.123-1;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;306.215;CR.P.CONV - SAO FRANCISCO - ASA;108;45;70.888,98;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;28/12/2012;17/05/2017 10:17;20/03/2014
20170069;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2017-0.041.969-9;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;306.798;CR.P.CONV - SAO FRANCISCO DE ASSIS;194;;0;13.167,00;;28/04/2017;27/10/2019;Encerrado;28/04/2017;;15/05/2017 14:41;12/05/2017
20170061;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2017-0.048.716-3;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;306.798;CR.P.CONV - SAO FRANCISCO DE ASSIS;150;48;89.539,74;5.120,50;;28/04/2017;27/10/2019;Aprovado;28/04/2017;28/04/2017;17/08/2017 15:30;27/04/2017
1911;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.048.691-5;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;306.798;CR.P.CONV - SAO FRANCISCO DE ASSIS;150;48;89.539,74;7.000,00;;29/10/2014;28/04/2017;Encerrado;27/04/2012;27/04/2012;15/05/2017 17:18;05/05/2015
21;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.048.691-5;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;306.798;CR.P.CONV - SAO FRANCISCO DE ASSIS;156;54;79.500,00;4.500,00;;29/04/2012;29/10/2014;Encerrado;27/04/2012;24/03/2014;02/04/2015 12:16;19/03/2014
43;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.135-5;300290;CENTRO COMUNITARIO E CRECHE SINHAZINHA MEIRELLES;62.391.818/0001-30;306.186;CR.P.CONV - SINHAZINHA MEIRELLES, CENTRO COMUNITARIO;272;101;152.304,14;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;20/01/2016;20/01/2016 15:26;20/03/2014
2661;108.100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.037.480-4;800035;ASSOCIAÇÃO DO TRABALHO EDUCACIONAL ESPORTIVO REC. E CULTURAL;11.109.482/0001-39;308.665;CR.P.CONV - VOVO ANA;80;32;54.948,16;12.000,00;;17/05/2016;16/11/2018;Aprovado;17/05/2016;17/05/2016;03/08/2017 14:38;29/04/2016
1532017;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2017-0.135.442-6;800351;ASSOCIAÇÃO EDUCACIONAL BOA ESPERANÇA;08.689.437/0001-96;;BARONESA;405;261;0;12.734,14;;;;Encerrado;;;22/09/2017 16:46;21/09/2017
82017;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2017-0.095.133-1;800009;INSTITUTO ALPHA R&V;11.536.476/0001-68;;CEI CANTINHO DAS PEROBEIRAS;82;32;0;;;;;Reprovado;;;03/08/2017 10:52;12/06/2017
132;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.433-0;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400.383;CEI INDIR - ADAIL TINI DE ARAUJO;179;69;106.311,54;;;01/07/2015;27/12/2017;Aprovado;28/12/2012;20/12/2016;16/03/2017 09:36;01/04/2014
509;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.050.936-4;300707;GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE;67.843.045/0001-07;400.734;CEI INDIR - BELEZINHA;190;55;107.830,30;;;17/07/2015;16/01/2018;Aprovado;14/05/2013;20/07/2015;23/11/2016 08:19;05/06/2014
1607;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.021.124-1;301037;ASS UIRAPURU;13.932.073/0001-63;400.759;CEI INDIR - CAMPO LIMPO IV;280;75;149.921,10;;;24/07/2015;23/01/2018;Aprovado;31/01/2014;24/07/2017;22/09/2016 11:32;03/02/2015
1994;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.108.633-9;800045;INSTITUTO CASA DA ÁRVORE - RAÍZES DA VIDA;13.575.961/0001-76;400.760;CEI INDIR - CAMPO LIMPO V;167;45;95.995,86;;;24/07/2015;23/01/2018;Aprovado;24/07/2015;01/02/2017;06/03/2017 11:40;27/07/2015
1713;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.339.667-6;300741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;05.081.067/0001-11;400.760;CEI INDIR - CAMPO LIMPO V;166;45;90.168,34;;;07/04/2014;06/10/2016;Encerrado;07/04/2014;30/01/2015;28/07/2015 12:07;26/02/2015
276;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.281.553-5;300170;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;69.100.576/0001-27;400.792;CEI INDIR - CAPAO REDONDO I;213;66;119.885,22;;;28/05/2016;27/11/2018;Aprovado;29/11/2013;30/11/2016;16/03/2017 10:29;28/05/2014
264;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.161.006-2;300664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;62.851.811/0001-53;400.741;CEI INDIR - CEDRINHO V;153;32;87.268,10;;;21/07/2015;16/01/2018;Aprovado;19/04/2013;21/07/2015;17/11/2016 07:42;28/04/2014
3757;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.130.897-0;300664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;62.851.811/0001-53;307.558;CEI INDIR - CEDRO V - PARQUE ALVES DE LIMA;65;18;44.464,64;;;27/06/2016;26/12/2018;Aprovado;27/06/2016;22/03/2017;23/03/2017 16:27;05/08/2016
267;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2011-0.071.570-0;300664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;62.851.811/0001-53;307.558;CEI INDIR - CEDRO V - PARQUE ALVES DE LIMA;70;;38.972,00;;;27/12/2013;26/06/2016;Encerrado;26/12/2013;;05/08/2016 14:53;28/04/2014
439;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.455-0;300596;TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL;47.413.513/0001-98;400.346;CEI INDIR - COHAB ADVENTISTA;151;54;91.281,30;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;21/12/2016;05/01/2017 10:05;03/06/2014
441;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.456-9;300532;MOVIMENTO COMUNITARIO ESTRELA NOVA;53.817.169/0001-03;306.227;CEI INDIR - ESTRELA NOVA;140;32;81.825,26;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;15/06/2015;23/11/2016 07:40;03/06/2014
1743;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.032.849-1;300682;ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP;04.482.597/0001-09;400.732;CEI INDIR - EUCLIDES DA CUNHA;152;36;87.731,34;;;17/07/2015;16/01/2018;Aprovado;29/04/2013;20/07/2015;17/11/2016 12:36;25/03/2015
1948;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.103.260-3;300170;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;69.100.576/0001-27;400.757;CEI INDIR - FIM DE SEMANA;93;27;0;9.000,00;1,65;;;Encerrado;;;03/06/2015 14:53;02/06/2015
268;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.324.809-8;300170;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;69.100.576/0001-27;400.757;CEI INDIR - FIM DE SEMANA;160;64;97.254,22;;;01/07/2015;31/12/2017;Aprovado;14/02/2014;01/02/2016;16/03/2017 10:27;28/04/2014
20170025;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2017-0.019.643-6;300723;ASS AMIGOS DO PQ FIGUEIRA GRANDE;49.737.703/0001-96;400.802;CEI INDIR - GUARAPIRANGA I;136;64;87.205,90;;;21/07/2017;20/07/2022;Aprovado;21/07/2017;;13/09/2017 10:57;23/02/2017
443;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.463-1;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400.345;CEI INDIR - IRENE IRAPIRANGA;300;52;153.223,66;;;01/07/2015;31/12/2017;Aprovado;31/01/2014;02/12/2016;16/03/2017 09:38;03/06/2014
1606;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.032.843-2;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400.645;CEI INDIR - ISSA KURBHI;200;54;111.796,62;;;17/07/2015;16/01/2018;Aprovado;30/10/2014;20/07/2015;16/03/2017 09:41;03/02/2015
445;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.487-9;300162;ASS DE MORADORES DO JARDIM COMERCIAL E ADJACENCIAS;52.164.233/0001-23;306.232;CEI INDIR - JARDIM COMERCIAL;70;;42.961,60;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;15/06/2015;21/09/2015 10:03;03/06/2014
299;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.488-7;300596;TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL;47.413.513/0001-98;400.382;CEI INDIR - JARDIM DOS REIS;157;24;87.178,98;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;06/12/2016;05/01/2017 16:09;29/05/2014
269;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.464-0;300593;SOCIEDADE SANTOS MARTIRES;60.731.569/0001-59;400.381;CEI INDIR - JARDIM FUJIHARA;158;48;92.889,18;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;29/06/2015;21/09/2015 10:15;15/05/2014
447;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.468-2;300596;TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL;47.413.513/0001-98;400.341;CEI INDIR - JARDIM LUZITANIA;134;41;81.297,50;;;01/07/2015;31/12/2017;Aprovado;31/01/2014;30/06/2015;21/09/2015 10:20;03/06/2014
2580;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.255.038-1;300444;INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO;07.189.118/0001-59;400.758;CEI INDIR - JARDIM MARIA SAMPAIO;276;107;155.301,74;;;21/01/2016;20/07/2018;Aprovado;21/01/2016;25/11/2016;05/01/2017 13:03;10/02/2016
450;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.184.964-9;300444;INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO;07.189.118/0001-59;400.758;CEI INDIR - JARDIM MARIA SAMPAIO;268;83;133.040,80;;;22/07/2013;21/01/2016;Encerrado;14/02/2014;;10/02/2016 14:06;03/06/2014
397;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.708-8;300564;SOCIAL BOM JESUS;47.468.186/0001-71;306.637;CEI INDIR - JARDIM SANTA EDWIGES;112;35;70.493,82;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;29/06/2015;21/09/2015 10:49;02/06/2014
453;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.475-5;300435;LAR BATISTA DE CRIANCAS;60.958.972/0001-15;400.342;CEI INDIR - JARDIM UMUARAMA;158;48;92.889,18;;;01/07/2015;31/12/2017;Aprovado;27/12/2012;01/02/2016;03/06/2016 10:15;03/06/2014
401;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2007-0.354.177-0;300664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;62.851.811/0001-53;400.384;CEI INDIR - JARDIM VERA CRUZ;159;48;93.307,86;;;01/07/2015;31/12/2017;Aprovado;29/12/2011;30/06/2015;01/03/2017 15:20;02/06/2014
454;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.026.512-0;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400.613;CEI INDIR - JORGE APOVIAN;180;57;104.084,46;;;22/07/2015;21/01/2018;Aprovado;17/04/2013;22/07/2015;16/03/2017 09:43;03/06/2014
1744;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.121.415-7;300170;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;69.100.576/0001-27;400.796;CEI INDIR - MANGA ROSA;320;80;167.770,70;;;30/11/2016;29/05/2019;Aprovado;30/05/2014;30/11/2016;16/03/2017 10:29;25/03/2015
460;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.328.036-6;301037;ASS UIRAPURU;13.932.073/0001-63;400.756;CEI INDIR - MIRA ORUBE;280;59;146.393,42;;;01/07/2015;31/12/2017;Aprovado;31/01/2014;27/12/2016;05/01/2017 11:29;03/06/2014
1608;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.061.599-7;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400.685;CEI INDIR - PARAISOPOLIS;179;;91.098,42;;;21/07/2015;20/01/2018;Aprovado;03/04/2013;20/07/2015;16/03/2017 09:45;03/02/2015
310;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.836-0;300435;LAR BATISTA DE CRIANCAS;60.958.972/0001-15;400.340;CEI INDIR - PARQUE IPE;158;48;92.889,18;;;01/07/2015;31/12/2017;Aprovado;27/12/2012;26/06/2015;25/09/2015 12:23;29/05/2014
2653;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.062.135-6;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400.601;CEI INDIR - PERSIO GUIMARAES AZEVEDO;282;64;148.333,18;;;26/04/2016;25/10/2018;Aprovado;26/04/2016;27/12/2016;16/03/2017 09:32;27/04/2016
2652;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.062.135-6;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400.601;CEI INDIR - PERSIO GUIMARAES AZEVEDO;284;64;0;;;28/04/2016;27/10/2018;Encerrado;27/04/2016;;27/04/2016 13:31;27/04/2016
1609;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2011-0.093.620-0;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400.601;CEI INDIR - PERSIO GUIMARAES AZEVEDO;273;91;142.000,27;;;01/02/2014;31/07/2016;Encerrado;31/01/2014;22/01/2015;27/04/2016 12:58;03/02/2015
1813;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.286.196-2;800032;MOVIMENTO PRO EDUCAÇÃO E CULTURA SALILA;04.885.330/0001-62;;CONSTRUINDO O FUTURO;70;;42.961,60;2.815,00;;01/04/2015;30/09/2017;Encerrado;01/04/2015;;31/08/2016 10:44;01/04/2015
131;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.431-3;300652;A NOSSA CASA DA CRIANCA;62.402.193/0001-64;306.220;CR.P.CONV - A NOSSA CASA DA CRIANCA;166;45;95.577,18;;;01/07/2015;27/07/2017;Aprovado;26/12/2012;28/12/2016;05/01/2017 12:05;01/04/2014
1610;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.419-4;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;306.221;CR.P.CONV - ABILIO CESAR;144;;76.444,62;;;01/07/2015;27/12/2017;Aprovado;26/12/2012;26/06/2015;17/11/2016 10:35;03/02/2015
232;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.435-6;300662;ASSOCIACAO BENEFICENTE GRUPO DA CARIDADE;60.981.073/0001-33;306.226;CR.P.CONV - AGLAEZINHA I, COMUN INFANTIL;81;26;54.118,40;;;01/07/2015;27/12/2017;Aprovado;28/12/2012;15/12/2016;16/03/2017 08:38;07/04/2014
250;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.437-2;300662;ASSOCIACAO BENEFICENTE GRUPO DA CARIDADE;60.981.073/0001-33;306.894;CR.P.CONV - AGLAEZINHA II, COMUN INFANTIL;85;18;54.327,04;;;01/07/2015;27/12/2017;Aprovado;28/12/2012;02/12/2016;16/03/2017 08:40;11/04/2014
1605;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.439-9;300662;ASSOCIACAO BENEFICENTE GRUPO DA CARIDADE;60.981.073/0001-33;306.895;CR.P.CONV - AGLAEZINHA III, COMUN INFANTIL;62;18;42.985,28;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;25/06/2015;16/03/2017 08:42;03/02/2015
