Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento
447;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.468-2;300.596;TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL;400.341;CEI INDIR - JARDIM LUZITANIA;134;41;76.696,66;;;01/07/2015;31/12/2017;Aprovado;31/01/2014;30/06/2015
2580;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.255.038-1;300.444;INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO;400.758;CEI INDIR - JARDIM MARIA SAMPAIO;268;81;137.945,32;;;21/01/2016;20/07/2018;Aprovado;21/01/2016;
397;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.708-8;300.564;SOCIAL BOM JESUS;306.637;CEI INDIR - JARDIM SANTA EDWIGES;112;35;66.504,32;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;29/06/2015
453;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.475-5;300.435;LAR BATISTA DE CRIANCAS;400.342;CEI INDIR - JARDIM UMUARAMA;158;48;87.632,42;;;01/07/2015;31/12/2017;Aprovado;27/12/2012;01/02/2016
401;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2007-0.354.177-0;300.664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;400.384;CEI INDIR - JARDIM VERA CRUZ;159;66;91.771,41;;;01/07/2015;31/12/2017;Aprovado;29/12/2011;29/12/2011
454;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.026.512-0;300.416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;400.613;CEI INDIR - JORGE APOVIAN;180;57;98.194,20;;;22/07/2015;21/01/2018;Aprovado;17/04/2013;22/07/2015
1744;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.121.415-7;300.170;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;400.796;CEI INDIR - MANGA ROSA;333;80;163.411,67;;;30/05/2014;29/11/2016;Aprovado;30/05/2014;
419;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.740-1;300.246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;400.385;CEI INDIR - MONTE AZUL;231;86;124.370,69;;;01/07/2015;31/12/2017;Aprovado;31/01/2014;17/06/2015
1608;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.061.599-7;300.416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;400.685;CEI INDIR - PARAISOPOLIS;179;;85.943,21;;;21/07/2015;20/01/2018;Aprovado;03/04/2013;20/07/2015
310;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.836-0;300.435;LAR BATISTA DE CRIANCAS;400.340;CEI INDIR - PARQUE IPE;158;48;87.632,42;;;01/07/2015;31/12/2017;Aprovado;27/12/2012;26/06/2015
2653;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.062.135-6;300.416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;400.601;CEI INDIR - PERSIO GUIMARAES AZEVEDO;284;64;140.729,16;;;26/04/2016;25/10/2018;Aprovado;26/04/2016;
505;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.839-4;300.576;SOCIEDADE AMIGOS DO JARDIM ROSA MARIA;400.481;CEI INDIR - ROSA MARIA;80;;45.182,40;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;17/06/2015
460;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.328.036-6;301.037;ASS UIRAPURU;400.756;CEI INDIR - TIQUIRA;287;32;135.258,13;;;01/07/2015;31/12/2017;Aprovado;31/01/2014;29/06/2015
131;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.431-3;300.652;A NOSSA CASA DA CRIANCA;306.220;CR.P.CONV - A NOSSA CASA DA CRIANCA;164;54;91.250,36;;;01/07/2015;27/07/2017;Aprovado;26/12/2012;24/06/2015
1610;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.419-4;300.252;CARITAS DIOCESANA DE CAMPO LIMPO;306.221;CR.P.CONV - ABILIO CESAR;144;;72.118,56;;;01/07/2015;27/12/2017;Aprovado;26/12/2012;26/06/2015
232;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.435-6;300.662;ASSOCIACAO BENEFICENTE GRUPO DA CARIDADE;306.226;CR.P.CONV - AGLAEZINHA I, COMUN INFANTIL;102;17;58.492,22;;;01/07/2015;27/12/2017;Aprovado;28/12/2012;25/06/2015
250;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.437-2;300.662;ASSOCIACAO BENEFICENTE GRUPO DA CARIDADE;306.894;CR.P.CONV - AGLAEZINHA II, COMUN INFANTIL;105;18;59.980,65;;;01/07/2015;27/12/2017;Aprovado;28/12/2012;26/06/2015
1605;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.439-9;300.662;ASSOCIACAO BENEFICENTE GRUPO DA CARIDADE;306.895;CR.P.CONV - AGLAEZINHA III, COMUN INFANTIL;62;18;40.552,62;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;25/06/2015
1611;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.351.362-8;300.662;ASSOCIACAO BENEFICENTE GRUPO DA CARIDADE;306.896;CR.P.CONV - AGLAEZINHA IV, COMUN INFANTIL;79;18;48.461,19;;;30/07/2015;25/01/2018;Aprovado;15/02/2013;30/07/2015
1962;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.156.542-3;300.595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;308.316;CR.P.CONV - AMANHECER;70;;40.530,30;6.500,00;61,73;24/07/2015;23/01/2018;Aprovado;24/07/2015;24/07/2015
257;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.442-9;300.270;ASS OBRA DO BERCO;306.249;CR.P.CONV - ANA CLAUDINA DE CARVALHO FERRAZ DE CAMARGO;163;63;92.727,37;;;01/07/2015;31/12/2017;Aprovado;30/01/2014;16/06/2015
2410;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.161.005-4;300.418;INSTITUTO ANGLICANO;307.398;CR.P.CONV - ANGLICANA RENATA EUGENIA RODRIGUES - UNID IV- MORUMBI;428;100;205.095,72;;;24/07/2015;23/01/2018;Aprovado;24/07/2015;01/02/2016
2681;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.300.012-1;300.784;CENTRO DE EDUCACAO E INTEGRACAO SOCIAL DE VILA RAMOS;308.634;CR.P.CONV - ANTONIO NUNES;267;54;131.934,33;19.922,80;;31/05/2016;29/11/2018;Aprovado;31/05/2016;
1613;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.443-7;300.656;ARCO - ASSOCIACAO BENEFICENTE;306.222;CR.P.CONV - ARCO;140;26;75.946,60;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;26/06/2015
1614;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.444-5;300.050;ARRASTAO MOVIMENTO DE PROMOCAO HUMANA;306.223;CR.P.CONV - ARRASTAO;237;84;126.324,63;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;28/12/2012
259;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.225.488-6;300.595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;306.949;CR.P.CONV - AUGUSTO DE OLIVEIRA;110;;58.370,70;;;11/04/2016;10/10/2018;Aprovado;30/01/2014;11/04/2016
1999;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.181.050-9;800.048;ÓRGÃO SUPREMO CONFEDERATIVO DO BRASIL DA CAPOEIRA;308.412;CR.P.CONV - BEIJA FLOR;275;98;144.246,25;33.000,00;137,77;25/07/2015;24/01/2018;Aprovado;25/07/2015;29/01/2016
275;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2011-0.327.407-0;300.707;GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE;307.877;CR.P.CONV - BELEZINHA II;140;;70.538,60;9.000,00;;01/05/2015;31/10/2017;Aprovado;31/10/2012;06/04/2015
1288;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.266.190-4;300.707;GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE;308.205;CR.P.CONV - BELEZINHA III;210;48;108.171,90;18.000,00;;01/12/2014;31/05/2017;Aprovado;01/12/2014;
1544;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.286.586-0;300.731;INSTITUTO SOCIAL DONIZETE;400.577;CR.P.CONV - BETE SHALOM MORADA DA PAZ;132;36;74.866,68;13.000,00;;30/10/2014;29/04/2017;Aprovado;29/10/2014;29/07/2015
2671;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.311.338-4;800.204;ASSOCIAÇÃO BENEFICENTE BOA ESPERANÇA;308.625;CR.P.CONV - BOA ESPERANCA I;74;;42.391,14;6.690,00;;19/05/2016;18/11/2018;Aprovado;19/05/2016;
2664;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.311.344-9;800.204;ASSOCIAÇÃO BENEFICENTE BOA ESPERANÇA;308.637;CR.P.CONV - BOA ESPERANCA II;70;27;46.146,30;9.130,00;;31/05/2016;29/11/2018;Aprovado;31/05/2016;31/05/2016
2683;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.311.347-3;800.204;ASSOCIAÇÃO BENEFICENTE BOA ESPERANÇA;308.654;CR.P.CONV - BOA ESPERANCA III;240;;110.037,60;25.000,00;;22/06/2016;21/12/2018;Aprovado;22/06/2016;
4805;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.208.648-2;300.741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;307.643;CR.P.CONV - CAMINHAR;203;55;106.862,97;13.003,58;;10/10/2016;09/04/2019;Em Análise;;
1741;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.328.345-6;300.741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;308.090;CR.P.CONV - CAMINHAR II;140;18;74.282,60;15.000,00;;30/05/2014;29/11/2016;Aprovado;30/05/2014;07/12/2015
1707;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-4.444.402-6;300.741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;308.241;CR.P.CONV - CAMINHAR III;75;8;44.520,35;8.000,00;;23/02/2015;22/08/2017;Aprovado;23/02/2015;01/02/2016
1640;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.288.359-1;300.741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;308.234;CR.P.CONV - CAMINHAR IV;78;18;47.995,98;6.000,00;;09/02/2015;08/08/2017;Aprovado;09/02/2015;
1957;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.114.390-1;300.741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;308.325;CR.P.CONV - CAMINHAR V;120;22;67.214,80;12.000,00;176,71;24/07/2015;23/01/2018;Aprovado;24/07/2015;
2007;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.143.041-2;300.741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;308.416;CR.P.CONV - CAMINHAR VI;140;18;74.282,60;15.000,00;;24/07/2015;23/01/2018;Aprovado;24/07/2015;
2008;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.143.046-3;300.741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;308.326;CR.P.CONV - CAMINHAR VII;159;39;86.155,41;15.000,00;630,65;24/07/2015;23/01/2018;Aprovado;24/07/2015;01/02/2016
2009;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.127.168-3;300.707;GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE;308.401;CR.P.CONV - CAMINHO SUAVE;123;36;71.311,77;15.000,00;47,62;25/07/2015;24/01/2018;Aprovado;25/07/2015;
1985;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.107.634-1;800.045;INSTITUTO CASA DA ÁRVORE - RAÍZES DA VIDA;308.307;CR.P.CONV - CASA DA ARVORE;104;;55.809,84;9.500,00;;24/07/2015;23/01/2018;Aprovado;24/07/2015;29/01/2016
2642;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.064.522-0;300.252;CARITAS DIOCESANA DE CAMPO LIMPO;307.510;CR.P.CONV - CASA PADRE RAFAEL;145;27;78.129,55;;;09/04/2016;08/10/2018;Aprovado;09/04/2016;
263;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.446-1;300.370;ASS DAS FRANCISCANAS FILHAS DA DIVINA PROVIDENCIA;306.224;CR.P.CONV - CASA S JOSE - LAR DA INFANCIA;74;;42.391,14;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;17/06/2015
2005;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.171.129-2;800.051;INSTITUTO BENEFICENTE CASTILHO;308.418;CR.P.CONV - CASTILHO;114;18;63.821,94;9.500,00;303,18;24/07/2015;23/01/2018;Aprovado;24/07/2015;
277;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.447-0;300.664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;306.225;CR.P.CONV - CEDRINHO I;155;59;88.735,45;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;17/06/2015
278;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.448-8;300.664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;306.893;CR.P.CONV - CEDRINHO II;160;27;84.054,40;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;17/06/2015
288;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.122.446-0;300.664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;306.971;CR.P.CONV - CEDRINHO III;157;69;91.605,43;;;17/07/2015;16/01/2018;Aprovado;01/07/2013;20/07/2015
289;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.122.455-0;300.664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;306.957;CR.P.CONV - CEDRINHO IV;157;69;91.605,43;;;17/07/2015;16/01/2018;Aprovado;01/07/2013;20/07/2015
290;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.451-8;300.664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;306.493;CR.P.CONV - CEDRO DO LIBANO I;160;;78.438,40;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;24/06/2015
291;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.452-6;300.664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;306.494;CR.P.CONV - CEDRO DO LIBANO II;160;;78.438,40;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;10/06/2015
265;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2010-0.129.775-6;300.664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;306.635;CR.P.CONV - CEDRO DO LIBANO III, CEI;160;;78.438,40;;;01/07/2015;27/12/2017;Aprovado;28/12/2012;24/06/2015
266;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.128.536-6;300.664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;306.636;CR.P.CONV - CEDRO DO LIBANO IV, CEI;160;;78.438,40;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;17/06/2015
1740;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2011-0.319.466-2;300.664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;307.722;CR.P.CONV - CEDRO DO LIBANO VI, CEI;160;;78.438,40;;;01/08/2014;31/01/2017;Aprovado;31/07/2014;
2001;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.135.539-9;300.591;SOCIEDADE DOS MORADORES DO JARDIM IMBUIAS E ADJACENCIAS;308.369;CR.P.CONV - CONSTRUINDO CONSCIENCIA;93;;51.114,93;10.700,00;162,44;25/07/2015;24/01/2018;Aprovado;25/07/2015;
1996;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.138.115-2;300.139;ASS DE APOIO AOS IDOSOS, CRIANCAS E ADOLESCENTES;308.379;CR.P.CONV - CRIANCAS ESTRELINHAS DA TERRA;206;47;106.383,94;12.978,64;390,63;25/07/2015;24/01/2018;Aprovado;25/07/2015;25/07/2015
1938;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.117.585-4;300.521;MOVIMENTO COMUNITARIO CRISTO LIBERTADOR;308.269;CR.P.CONV - CRISTO LIBERTADOR I;116;27;66.547,56;13.000,00;;29/05/2015;28/11/2017;Aprovado;29/01/2016;29/01/2016
2687;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.010.891-8;300.521;MOVIMENTO COMUNITARIO CRISTO LIBERTADOR;308.671;CR.P.CONV - CRISTO LIBERTADOR II;92;;50.688,12;8.192,40;;29/07/2016;28/01/2019;Aprovado;30/06/2016;30/06/2016
1966;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.143.057-9;300.731;INSTITUTO SOCIAL DONIZETE;308.437;CR.P.CONV - DONIZETE;65;;38.204,25;6.000,00;;24/07/2015;23/01/2018;Aprovado;24/07/2015;24/07/2015
2424;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.292.183-5;301.063;INSTITUTO EDUCACIONAL UMA NOVA HISTORIA;308.465;CR.P.CONV - ESPERANCA DO SABER;107;18;60.834,27;8.684,62;;12/11/2015;11/05/2018;Aprovado;12/11/2015;29/01/2016
1995;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.127.180-2;300.707;GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE;308.402;CR.P.CONV - ESTRELA DA MANHA;63;27;42.889,83;6.688,19;;24/07/2015;23/01/2018;Aprovado;24/07/2015;
1639;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.212.054-7;300.139;ASS DE APOIO AOS IDOSOS, CRIANCAS E ADOLESCENTES;308.254;CR.P.CONV - ESTRELINHAS DA MAMAE;180;82;103.394,20;15.167,80;;02/04/2015;01/10/2017;Aprovado;02/04/2015;
1963;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.150.575-7;300.595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;308.311;CR.P.CONV - FLORECER;109;;57.943,89;12.000,00;;24/07/2015;23/01/2018;Aprovado;24/07/2015;
2003;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.143.789-1;300.647;ASS DOS MORADORES SITIO PAIOLZINHO;308.393;CR.P.CONV - GOTINHAS DO SABER;128;18;69.542,72;15.000,00;18,4;24/07/2015;23/01/2018;Aprovado;24/07/2015;
498;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.460-7;300.100;ASS COMUNITARIA MONTE AZUL;306.228;CR.P.CONV - HORIZONTE AZUL;103;24;60.375,03;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;29/06/2015
297;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.461-5;300.252;CARITAS DIOCESANA DE CAMPO LIMPO;306.518;CR.P.CONV - HORIZONTE AZUL ACQUA DI VITA;132;36;74.866,68;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;02/07/2015
2647;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.306.213-5;300.593;SOCIEDADE SANTOS MARTIRES;308.624;CR.P.CONV - INDEPENDENCIA;108;;57.517,08;10.000,00;165,5;17/05/2016;16/11/2018;Aprovado;17/05/2016;
444;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.302.348-9;300.595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;308.025;CR.P.CONV - IRINEU;309;72;152.267,91;28.700,00;;30/06/2016;29/12/2018;Aprovado;30/12/2013;30/06/2016
2598;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.019.232-3;300.595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;308.578;CR.P.CONV - IRINEU II;134;27;73.784,66;15.000,00;;07/03/2016;06/09/2018;Aprovado;07/03/2016;
1649;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.485-2;300.252;CARITAS DIOCESANA DE CAMPO LIMPO;306.265;CR.P.CONV - JARDIM CAPELA, UN PRE ESCOLAR;160;16;81.766,40;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;01/02/2016
75;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.309.471-8;300.445;INSTTUTO CRIANCA CIDADA;306.734;CR.P.CONV - JARDIM ELEDY, PRE-ESCOLA;225;54;115.344,75;;;18/05/2016;17/11/2018;Aprovado;18/11/2013;18/05/2016
2363;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.466-6;300.657;ASSOCIACAO AMIGOS DO JARDIM KLEIN;306.233;CR.P.CONV - JARDIM KLEIN;93;9;52.986,93;;;01/07/2015;31/12/2017;Aprovado;24/06/2015;
1590;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.472-0;300.596;TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL;306.234;CR.P.CONV - JARDIM MITSUTANI;140;;70.538,60;;;01/07/2015;27/12/2017;Aprovado;28/12/2012;01/07/2015
271;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.713-4;300.529;MOVIMENTO COMUNITARIO DO JARDIM SAO JOAQUIM;400.578;CR.P.CONV - JARDIM SAO JOAQUIM;78;;44.251,98;;;01/07/2015;31/12/2017;Aprovado;31/01/2014;29/01/2016
2685;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.331.603-0;800.037;ASSOCIAÇÃO ASSISTENCIAL SOCIAL TRANSFORMAÇÃO;308.653;CR.P.CONV - JOAO E MARIETA;354;234;203.738,46;41.038,86;3.022,00;08/06/2016;07/12/2018;Aprovado;08/06/2016;
1731;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.717-7;300.521;MOVIMENTO COMUNITARIO CRISTO LIBERTADOR;306.236;CR.P.CONV - JOAO PEDRO RODRIGUES;97;25;58.022,17;;;22/01/2015;21/07/2017;Aprovado;22/01/2015;
1795;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.094.775-4;300.791;ASS PRO ESPORTE ATLETAS DA SUL;326.231;CR.P.CONV - JOSE AVELINO;63;14;40.185,83;;;30/04/2015;29/10/2017;Aprovado;28/04/2015;29/01/2016
1997;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.138.922-6;300.791;ASS PRO ESPORTE ATLETAS DA SUL;308.415;CR.P.CONV - JOSE AVELINO II;68;;39.599,88;7.000,00;;25/07/2015;24/01/2018;Aprovado;25/07/2015;
403;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.177.133-3;300.658;ASSOCIACAO AMIGOS DO JARDIM SAO FRANCISCO;306.611;CR.P.CONV - JOSE CLAUDIO VIEIRA;123;;63.823,77;;;31/01/2015;30/07/2017;Aprovado;31/01/2014;22/01/2015
487;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.355.160-4;300.595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;308.078;CR.P.CONV - JOSE REGINALDO DA FONSECA;69;;40.065,09;6.746,88;;06/10/2016;05/04/2019;Aprovado;07/04/2014;06/10/2016
1336;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.240.387-5;300.595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;308.236;CR.P.CONV - JOSE REGINALDO DA FONSECA II;80;18;48.926,40;6.200,00;;13/02/2015;12/08/2017;Aprovado;13/02/2015;
2548;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.255.040-3;300.660;ASSOCIACAO ANJUCA;306.991;CR.P.CONV - JULIAO;252;81;131.625,48;6.655,29;;23/12/2015;22/06/2018;Aprovado;23/12/2015;
525;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.031.606-3;300.699;COMUNIDADE KOLPING DO JARDIM CATANDUVA;306.909;CR.P.CONV - KOLPING;66;;38.669,46;;;22/07/2015;21/01/2018;Aprovado;29/04/2013;22/07/2015
409;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.761-4;300.693;CENTRO DE PROMOCAO SOCIAL DA FAMILIA;306.237;CR.P.CONV - LAR DE AMOR MEIMEI;163;18;83.367,37;;;01/07/2015;31/12/2017;Aprovado;31/01/2014;29/06/2015
3756;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.324.291-5;800.102;ASSOCIAÇÃO CULTURA FRANCISCANA;306.608;CR.P.CONV - LAR MARIA ALBERTINA;130;32;73.244,70;;;02/08/2016;01/02/2019;Aprovado;02/08/2016;
1567;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2009-0.073.165-2;300.593;SOCIEDADE SANTOS MARTIRES;400.558;CR.P.CONV - LUAR DO SERTAO;152;41;83.806,48;15.000,00;;13/07/2014;12/01/2017;Aprovado;03/07/2014;25/07/2015
2599;108.200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.290.185-0;300.170;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;308.622;CR.P.CONV - MADRE TERESA DE CALCUTA;61;;36.343,41;5.808,00;;17/05/2016;16/11/2018;Aprovado;17/05/2016;17/05/2016
